Accession,Organism_Name,Assembly,Nucleotide,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,GenBank_RefSeq,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
YP_009342327,Wuhan insect virus 11,GCF_001973935.1,NC_033460,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-26,,Wuhan insect virus 11,,,RNA,1830,RefSeq,,,1,hypothetical protein 1,China,China,,Astacoidea,,2014,,PRJNA485481,hypothetical protein 1 [Wuhan insect virus 11]
YP_009342254,Wuhan arthropod virus 3,GCF_001970585.1,NC_033425,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-23,,Wuhan arthropod virus 3,,,RNA,2243,RefSeq,,,1,hypothetical protein 1,China,China,,Hexapoda,,2013,,PRJNA485481,hypothetical protein 1 [Wuhan arthropod virus 3]
YP_009342286,Wuhan arthropod virus 2,GCF_001970745.1,NC_033437,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-23,,Wuhan arthropod virus 2,,,RNA,1794,RefSeq,,,1,hypothetical protein 1,China,China,,Myriapoda,,2013,,PRJNA485481,hypothetical protein 1 [Wuhan arthropod virus 2]
YP_009336540,Hubei picorna-like virus 15,GCF_001966835.1,NC_032757,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17,,Hubei picorna-like virus 15,,,RNA,2070,RefSeq,,,1,hypothetical protein 1,China,China,,Arthropoda,,2013,,PRJNA485481,hypothetical protein 1 [Hubei picorna-like virus 15]
YP_009337019,Hubei picorna-like virus 74,GCF_001968455.1,NC_032986,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17,,Hubei picorna-like virus 74,,,RNA,2672,RefSeq,,,1,hypothetical protein 1,China,China,,Myriapoda,,2013,,PRJNA485481,hypothetical protein 1 [Hubei picorna-like virus 74]
YP_009337117,Hubei picorna-like virus 38,GCF_001967035.1,NC_033025,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17,,Hubei picorna-like virus 38,,,RNA,2948,RefSeq,,,1,hypothetical protein,China,China,,Araneae,,2013,,PRJNA485481,hypothetical protein [Hubei picorna-like virus 38]
YP_009337325,Hubei picorna-like virus 77,GCF_001957415.1,NC_033116,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17,,Hubei picorna-like virus 77,,,RNA,2029,RefSeq,,,1,hypothetical protein 1,China,China,,Hexapoda,,2013,,PRJNA485481,hypothetical protein 1 [Hubei picorna-like virus 77]
YP_009337684,Hubei odonate virus 5,GCF_001966955.1,NC_033206,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17,,Hubei odonate virus 5,,,RNA,2864,RefSeq,,,1,hypothetical protein,China,China,,Odonata,,2013,,PRJNA485481,hypothetical protein [Hubei odonate virus 5]
YP_009337724,Hubei picorna-like virus 51,GCF_001967495.1,NC_033226,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17,,Hubei picorna-like virus 51,,,RNA,1727,RefSeq,,,1,hypothetical protein 2,China,China,,Odonata,,2013,,PRJNA485481,hypothetical protein 2 [Hubei picorna-like virus 51]
YP_009333576,Beihai picorna-like virus 121,GCF_001934405.1,NC_032625,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-03,,Beihai picorna-like virus 121,,,RNA,2409,RefSeq,,,1,hypothetical protein 1,China,China,,Ligia exotica,,2014,,PRJNA485481,hypothetical protein 1 [Beihai picorna-like virus 121]
YP_009315872,Bradson virus,GCF_001866305.1,NC_031689,,"Greninger,A.L., Makhsous,N., Shean,R., Jerome,K., Pletcher,L.",2016-11-01,,Bradson virus,,,unknown,2963,RefSeq,,,,polyprotein,USA,USA,,Chironomus thummi,,2016-06-17,,PRJNA485481,polyprotein [Bradson virus]
YP_009272813,Bat tymo-like virus,GCF_001717375.1,NC_030844,,"Greninger,A.L., Makhsous,N., Shean,R., Jerome,K., Haman,K.",2016-08-29,,Bat tymo-like virus,,,ssRNA(+),1684,RefSeq,,,,polyprotein,USA,USA,,,,2016-04-22,,PRJNA485481,polyprotein [Bat tymo-like virus]
YP_009259752,Pseudogymnoascus destructans partitivirus-pa,GCF_001685305.1,NC_030480,,"Ren,P., Rajkumar,S.S., Chaturvedi,V., Chaturvedi,S., Masters,P.S.",2016-07-13,PdV80251,Pseudogymnoascus destructans partitivirus-pa,,Partitiviridae,dsRNA,539,RefSeq,,1,,RNA-dependent RNA polymerase,USA,USA,,Pseudogymnoascus destructans,,2008-07,,PRJNA485481,RNA-dependent RNA polymerase [Pseudogymnoascus destructans partitivirus-pa]
YP_009259257,Cell fusing agent virus,GCF_000862225.3,NC_001564,,"Bolling,B.G., Vasilakis,N., Guzman,H., Widen,S.G., Wood,T.G., Popov,V.L., Thangamani,S., Tesh,R.B.",2016-06-28,,Cell fusing agent virus,Orthoflavivirus,Flaviviridae,ssRNA(+),3341,RefSeq,,,1,polyprotein,USA,USA,,Aedes aegypti,,2012,,PRJNA485481,polyprotein [Cell fusing agent virus]
YP_009252369,Faeces associated gemycircularvirus 22,GCF_001646495.1,NC_030146,,"Steel,O., Kraberger,S., Sikorski,A., Young,L.M., Catchpole,R.J., Stevens,A.J., Ladley,J.J., Coray,D.S., Stainton,D., Dayaram,A., Julian,L., van Bysterveldt,K., Varsani,A.",2016-05-16,52_Fec78023_cow,Gemycircularvirus bovas1,Gemycircularvirus,Genomoviridae,ssDNA,245,RefSeq,,,1,RepA,New Zealand,New Zealand,,Bos taurus,feces,2012,,PRJNA485481,RepA [Faeces associated gemycircularvirus 22]
YP_009182157,Penicillium aurantiogriseum partiti-like virus,GCF_001461145.1,NC_028469,,"Nerva,L., Ciuffo,M., Vallino,M., Margaria,P., Varese,G.C., Gnavi,G., Turina,M.",2015-12-03,,Penicillium aurantiogriseum partiti-like virus,,,unknown,573,RefSeq,,,1,66 kDa protein,Italy,Italy,,Penicillium aurantiogriseum,,2014,,PRJNA485481,66 kDa protein [Penicillium aurantiogriseum partiti-like virus]
YP_009164038,Verticillium dahliae partitivirus 1,GCF_001292935.1,NC_027822,,"Canizares,M.C., Garcia-Pedrajas,M.D.",2015-09-14,Vd-253,Verticillium dahliae partitivirus 1,,Partitiviridae,dsRNA,539,RefSeq,,1,,RNA-dependent RNA polymerase,Turkey,Turkey,,Olea,,,,PRJNA485481,RNA-dependent RNA polymerase [Verticillium dahliae partitivirus 1]
YP_009115532,Sewage-associated gemycircularvirus-10a,GCF_000930855.1,NC_026169,,"Kraberger,S., Arguello-Astorga,G.R., Greenfield,L.G., Galilee,C., Law,D., Martin,D.P., Varsani,A.",2015-01-13,BS3980,Gemykibivirus humas1,Gemykibivirus,Genomoviridae,ssDNA,314,RefSeq,,,1,replication-associated protein,New Zealand,New Zealand,,,,2012-09-12,,PRJNA485481,replication-associated protein [Sewage-associated gemycircularvirus-10a]
YP_009051838,MSSI2.225 virus,GCF_000923355.1,NC_024691,,"Lamberto,I., Gunst,K., Muller,H., Zur Hausen,H., de Villiers,E.M., De Villiers,E.M.",2014-08-13,MSSI2.225 (ms23.49),Gemykibivirus humas1,Gemykibivirus,Genomoviridae,ssDNA,232,RefSeq,,,1,replication protein,Germany,Germany,,,blood,,,PRJNA485481,replication protein [MSSI2.225 virus]
YP_008327312,Ustilaginoidea virens partitivirus 2,GCF_000908155.1,NC_021873,,"Zhong,J., Zhu,J.Z., Lei,X.H., Chen,D., Zhu,H.J., Gao,B.D., Zhu,J.-Z., Lei,X.-H., Gao,B.-D.",2013-07-23,Uv0901,Ustilaginoidea virens partitivirus 2,,Partitiviridae,dsRNA,529,RefSeq,,RNA 1,1,RNA-dependent RNA polymerase,China,China,,Ustilaginoidea virens,,2009,,PRJNA485481,RNA-dependent RNA polymerase [Ustilaginoidea virens partitivirus 2]
YP_006843893,Culex originated Tymoviridae-like virus,GCF_000898695.1,NC_018703,,"Wang,L., Lv,X., Zhai,Y., Fu,S., Wang,D., Rayner,S., Tang,Q., Liang,G.",2012-10-02,,Culex originated Tymoviridae-like virus,Maculavirus,Tymoviridae,ssRNA(+),1769,RefSeq,,,1,replicase-associated protein,China,China,,,,2005,,PRJNA485481,replicase-associated protein [Culex originated Tymoviridae-like virus]
YP_005476604,Valsa ceratosperma hypovirus 1,GCF_000894535.1,NC_017099,,"Yaegashi,H., Kanematsu,S., Ito,T.",2012-04-05,,Betahypovirus valsae,Betahypovirus,Hypoviridae,ssRNA(+),2940,RefSeq,,,1,polyprotein,"Japan:Iwate, Morioka",Japan,,Cytospora ceratosperma,,2010-04,,PRJNA485481,unnamed protein product [Valsa ceratosperma hypovirus 1]
YP_004464920,Switchgrass mosaic virus,GCF_000893635.1,NC_015522,,"Agindotan,B.O., Gray,M.E., Hammond,R.W., Bradley,C.A.",2011-07-03,S1,Switchgrass mosaic virus,Marafivirus,Tymoviridae,ssRNA(+),2061,RefSeq,,,1,polyprotein,"USA: Champaign, IL",USA,IL,Panicum virgatum,,2010-07-15,,PRJNA485481,polyprotein [Switchgrass mosaic virus]
YP_001686789,Botryotinia fuckeliana partitivirus 1,GCF_000874945.1,NC_010349,,"De Guido,M.A., Minafra,A., Santomauro,A., Pollastro,S., De Miccolis,R.M., Faretra,F.",2008-02-14,,Botryotinia fuckeliana partitivirus 1,,Partitiviridae,dsRNA,540,RefSeq,,RNA 1,,RNA-dependent RNA polymerase,,,,,,,SAMEA3283073,PRJNA485481,RNA-dependent RNA polymerase [Botryotinia fuckeliana partitivirus 1]
YP_271922,Penicillium stoloniferum virus F,GCF_000864985.5,NC_007221,,"Kim,J.W., Choi,E.Y., Lee,J.I.",2005-08-02,,Penicillium stoloniferum virus F,Gammapartitivirus,Partitiviridae,dsRNA,538,RefSeq,,1,1,putative dsRNA-dependent RNA polymerase,USA,USA,,,,,,PRJNA485481,putative dsRNA-dependent RNA polymerase [Penicillium stoloniferum virus F]
YP_138519,Cryphonectria hypovirus 4,GCF_000855565.1,NC_006431,,"Linder-Basso,D., Dynek,J.N., Hillman,B.I., Dynek,J.",2004-11-13,,Betahypovirus americanum,Betahypovirus,Hypoviridae,ssRNA(+),2848,RefSeq,,,1,polyprotein,,,,,,,,PRJNA485481,polyprotein (endogenous virus) [Cryphonectria hypovirus 4]
YP_052856,Penicillium stoloniferum virus S,GCF_000856185.1,NC_005976,,"Kim,J.W., Kim,S.Y., Kim,K.M.",2004-07-10,,Penicillium stoloniferum virus S,Gammapartitivirus,Partitiviridae,dsRNA,539,RefSeq,,1,1,RNA-dependent RNA polymerase,,,,,,,,PRJNA485481,RNA-dependent RNA polymerase [Penicillium stoloniferum virus S]
NP_604475,Atkinsonella hypoxylon virus,GCF_000837505.5,NC_003470,,"Oh,C.S., Hillman,B.I.",1995-01-27,,Atkinsonella hypoxylon virus,Betapartitivirus,Partitiviridae,dsRNA,665,RefSeq,,1,1,Putative RNA dependent RNA polymerase,,,,,,,,PRJNA485481,Putative RNA dependent RNA polymerase [Atkinsonella hypoxylon virus]
UTQ50812,Plant associated virga-like virus 1,,OL472273,SRR16552241,"Rivarez,M.P.S., Pecman,A., Bacnik,K., Maksimovic Carvalho Ferreira,O., Vucurovic,A., Seljak,G., Mehle,N., Gutierrez-Aguirre,I., Ravnikar,M., Kutnjak,D., Kogej,Z., Lengar,Z.",2022-07-23,PAR19ST,Plant associated virga-like virus 1,,Virgaviridae,ssRNA(+),1139,GenBank,,,,"replicase polyprotein (domains: methyltransferase, RdRP)",Slovenia,Slovenia,,Solanum lycopersicum,,2019-08,SAMN22357989,PRJNA772045,"MAG: replicase polyprotein (domains: methyltransferase, RdRP) [Plant associated virga-like virus 1]"
UTQ50845,Erysiphe necator associated partitivirus 2,,OL472008,SRR16552243,"Rivarez,M.P.S., Pecman,A., Bacnik,K., Maksimovic Carvalho Ferreira,O., Vucurovic,A., Seljak,G., Mehle,N., Gutierrez-Aguirre,I., Ravnikar,M., Kutnjak,D., Kogej,Z., Lengar,Z.",2022-07-23,KOP19SW,Erysiphe necator associated partitivirus 2,,Partitiviridae,dsRNA,539,GenBank,,RNA1,,RNA-dependent RNA polymerase,Slovenia,Slovenia,,,,2019-08,SAMN22357975,PRJNA772045,MAG: RNA-dependent RNA polymerase [Erysiphe necator associated partitivirus 2]
UTM74964,Tick-associated circular DNA virus,,ON669000,,"Liu,Y.",2022-07-20,HLYD01-4,Tick-associated circular DNA virus,,,unknown,205,GenBank,,,,replication-associated protein,China,China,,Haemaphysalis longicornis,,2016-06,,,replication-associated protein [Tick-associated circular DNA virus]
USE08317,Partitiviridae sp.,,ON050266,SRR14039808,"Chen,Y.M., Sadiq,S., Tian,J.H., Chen,X., Lin,X.D., Shen,J.J., Chen,H., Hao,Z.Y., Wille,M., Zhou,Z.C., Wu,J., Li,F., Wang,H.W., Yang,W.D., Xu,Q.Y., Wang,W., Gao,W.H., Holmes,E.C., Zhang,Y.Z., Chen,Y.-M., Zhang,Y.-Z.",2022-06-19,152-k141_173135,Partitiviridae sp.,,Partitiviridae,dsRNA,546,GenBank,,,1,putative RNA-dependent RNA polymerase,China: Guangxi,China,,,,2017-08-06,SAMN18395322,PRJNA716119,"MAG: putative RNA-dependent RNA polymerase, partial [Partitiviridae sp.]"
USE08470,Partitiviridae sp.,,ON050882,SRR14039991,"Chen,Y.M., Sadiq,S., Tian,J.H., Chen,X., Lin,X.D., Shen,J.J., Chen,H., Hao,Z.Y., Wille,M., Zhou,Z.C., Wu,J., Li,F., Wang,H.W., Yang,W.D., Xu,Q.Y., Wang,W., Gao,W.H., Holmes,E.C., Zhang,Y.Z., Chen,Y.-M., Zhang,Y.-Z.",2022-06-19,s21-k141_847227,Partitiviridae sp.,,Partitiviridae,dsRNA,520,GenBank,,,1,putative RNA-dependent RNA polymerase,China: Yunnan,China,,,,2018-04-01,SAMN18395538,PRJNA716119,"MAG: putative RNA-dependent RNA polymerase, partial [Partitiviridae sp.]"
URZ95410,Shanxi Arboretum virus,,MW890015,,"Xu,X., Wang,J., Liu,H., Wang,Q., Fu,S., Zhang,J., Wang,B., He,Y., Li,F., Nie,K., Xu,S., Wang,H., Lu,X., Shi,M., Liang,G.",2022-06-15,SXABTV1916-1,Shanxi Arboretum virus,Almendravirus,Rhabdoviridae,ssRNA(-),2062,GenBank,,,,L protein,China,China,,Armigeres subalbatus,,2019-08,,,L protein [Shanxi Arboretum virus]
URZ95416,Shanxi Armigeres subalbatus rhabdovirus,,MW890016,,"Xu,X., Wang,J., Liu,H., Wang,Q., Fu,S., Zhang,J., Wang,B., He,Y., Li,F., Nie,K., Xu,S., Wang,H., Lu,X., Shi,M., Liang,G.",2022-06-15,SXARV1916-2,Shanxi Armigeres subalbatus rhabdovirus,Almendravirus,Rhabdoviridae,ssRNA(-),2062,GenBank,,,,L protein,China,China,,Armigeres subalbatus,,2019-08,,,L protein [Shanxi Armigeres subalbatus rhabdovirus]
UQU40436,Culex flavivirus,,MZ972996,,"Ribeiro,G.",2022-05-23,,Culex flavivirus,Orthoflavivirus,Flaviviridae,ssRNA(+),3356,GenBank,,,,polyprotein,Brazil,Brazil,,Aedes sp.,,2017-03,,,polyprotein [Culex flavivirus]
UQT02522,Red mite dicistrovirus 1,,ON160029,SRR10761083,"Ribeiro,J.M., Debat,H., Perner,J.",2022-05-22,RMDIV1,Red mite dicistrovirus 1,,Dicistroviridae,ssRNA(+),2630,GenBank,,,,polyprotein,Czech Republic: Ustrasice,Czech Republic,,Dermanyssus gallinae,,2019-08-26,SAMN13672553,PRJNA597301,polyprotein [Red mite dicistrovirus 1]
UQT02536,Red mite associated hypovirus 1,,ON160035,SRR10761083,"Ribeiro,J.M., Debat,H., Perner,J.",2022-05-22,RMAHV1,Red mite associated hypovirus 1,Hypovirus,Hypoviridae,ssRNA(+),3487,GenBank,,,,putative polyprotein,Czech Republic: Ustrasice,Czech Republic,,,,2019-08-26,SAMN13672553,PRJNA597301,putative polyprotein [Red mite associated hypovirus 1]
UNI72666,Botrytis cinerea mycovirus 5,,OL602105,SRR16828836,"Deng,Y., Zhou,K., Li,Q.G., Wu,D.M.",2022-05-16,WH-1,Botrytis cinerea mycovirus 5,,,RNA,364,GenBank,,,,RNA-dependent RNA polymerase,China,China,,Botrytis cinerea,,2019,SAMN22899788,PRJNA778037,"MAG: RNA-dependent RNA polymerase, partial [Botrytis cinerea mycovirus 5]"
UQB76005,Flumine dicistrovirus 3,,OM953865,,"French,R., Charon,J., Lay,C.L., Muller,C., Holmes,E.C., French,R.K., Le Lay,C., Muller,C.G.",2022-05-14,CMF2_DN29118_c0_g1_i1,Flumine dicistrovirus 3,,Dicistroviridae,ssRNA(+),1816,GenBank,,,1,non-structural polyprotein,New Zealand: Manawatu River,New Zealand,,,,2019-07-13,,,non-structural polyprotein [Flumine dicistrovirus 3]
UQB76396,Flumine genomovirus 3,,OM953881,,"French,R., Charon,J., Lay,C.L., Muller,C., Holmes,E.C., French,R.K., Le Lay,C., Muller,C.G.",2022-05-14,CMU1_DN199423_c0_g1_i1,Flumine genomovirus 3,,Genomoviridae,ssDNA,259,GenBank,,,1,replication associated protein,New Zealand: Manawatu River,New Zealand,,,,2019-07-13,,,replication associated protein [Flumine genomovirus 3]
UQB76397,Flumine genomovirus 4,,OM953882,,"French,R., Charon,J., Lay,C.L., Muller,C., Holmes,E.C., French,R.K., Le Lay,C., Muller,C.G.",2022-05-14,CMU1_DN199301_c0_g1_i1,Flumine genomovirus 4,,Genomoviridae,ssDNA,242,GenBank,,,1,replication associated protein,New Zealand: Manawatu River,New Zealand,,,,2019-07-13,,,replication associated protein [Flumine genomovirus 4]
ULE62082,Tafomo virus,,MZ202252,,"Hermanns,K., Marklewitz,M., Zirkel,F., Kopp,A., Kramer-Schadt,S., Junglen,S.",2022-05-12,,Tafomo virus,,Flaviviridae,ssRNA(+),3359,GenBank,,,,polyprotein,Cote d'Ivoire,Cote d'Ivoire,,,,2004,,,polyprotein [Tafomo virus]
UPT53694,Zeugodacus cucurbitae dicistrovirus,,MW310349,SRR13006712,"Zhang,W., Zhang,Y.C., Wang,Z.G., Gu,Q.Y., Niu,J.Z., Wang,J.J.",2022-05-07,CQ-Zc-V1,Zeugodacus cucurbitae dicistrovirus,,Dicistroviridae,ssRNA(+),1877,GenBank,,,1,hypothetical protein 1,China,China,,Zeugodacus cucurbitae,,2019-03-15,SAMN16673396,PRJNA674722,MAG: hypothetical protein 1 [Zeugodacus cucurbitae dicistrovirus]
UPT53732,Bactrocera dorsalis cripavirus isolate Bo,,MW310374,SRR8800824,"Zhang,W., Zhang,Y.C., Wang,Z.G., Gu,Q.Y., Niu,J.Z., Wang,J.J.",2022-05-07,Bo-V1,Bactrocera dorsalis cripavirus isolate Bo,Cripavirus,Dicistroviridae,ssRNA(+),1913,GenBank,,,1,hypothetical protein 2,China,China,,Bactrocera oleae,,2019-03-15,SAMN03840585,PRJNA288990,MAG: hypothetical protein 2 [Bactrocera dorsalis cripavirus isolate Bo]
DAZ87757,Sphaeridiorhabdovirus 2,,BK059663,,"Dheilly,N.M., Lucas,P., Blanchard,Y., Rosario,K.",2022-05-04,SP3-SP4-SP5,Sphaeridiorhabdovirus 2,,,RNA,2153,GenBank,,,,L protein,,,,Sphaeridiotrema pseudoglobulus,,,,,TPA_asm: L protein [Sphaeridiorhabdovirus 2]
DAZ87793,Triaenorhabdovirus 2,,BK059680,,"Dheilly,N.M., Lucas,P., Blanchard,Y., Rosario,K.",2022-05-04,TN1,Triaenorhabdovirus 2,,,RNA,2140,GenBank,,,,large structural protein,,,,Triaenophorus nodulosus,,,,,TPA_asm: large structural protein [Triaenorhabdovirus 2]
DAZ87956,Psilorhabdovirus 1,,BK059745,,"Dheilly,N.M., Lucas,P., Blanchard,Y., Rosario,K.",2022-05-04,PS2,Psilorhabdovirus 1,,,RNA,2134,GenBank,,,,L protein,,,,Psilotrema simillimum,,,,,TPA_asm: L protein [Psilorhabdovirus 1]
DAZ87961,Psilorhabdovirus 2,,BK059746,,"Dheilly,N.M., Lucas,P., Blanchard,Y., Rosario,K.",2022-05-04,PS6,Psilorhabdovirus 2,,,RNA,2158,GenBank,,,,L protein,,,,Psilotrema simillimum,,,,,TPA_asm: L protein [Psilorhabdovirus 2]
UPO93685,Metarhizium majus partitivirus 1,,OL518956,,"Wang,P., Shi,N., Zhang,Y., Zhu,Q., Xie,T., Yang,G., Huang,B.",2022-05-03,,Metarhizium majus partitivirus 1,,Partitiviridae,dsRNA,538,GenBank,,RNA1,,RNA-dependent RNA polymerase,China,China,,Gongylopus adiposus,,1999,,,RNA-dependent RNA polymerase [Metarhizium majus partitivirus 1]
