Accession,Organism_Name,Assembly,Nucleotide,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,GenBank_RefSeq,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
ANO81671,Pegivirus suis,set:KU351669,KU351669,,"Baechlein,C., Grundhoff,A., Fischer,N., Alawi,M., Hoeltig,D., Waldmann,K.H., Becher,P., Waldmann,K.-H.",2016-07-06,PPgV_903/Ger/2013,Pegivirus suis,Pegivirus,Flaviviridae,ssRNA(+),2972,GenBank,,,1,polyprotein,Germany,Germany,,Sus scrofa domesticus,blood,2013-08,,,polyprotein [Pegivirus suis]
ANK57897,Zika virus,set:KX377337,KX377337,,"Yun,S.-I., Song,B.-H., Frank,J.C., Julander,J.G., Polejaeva,I.A., Davies,C.J., White,K.L., Lee,Y.-M.",2016-06-22,,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),3423,GenBank,,,,polyprotein,Puerto Rico,USA,PR,Homo sapiens,,2015-12,,,polyprotein [Zika virus]
ALE27082,Human hepegivirus,set:KT439329,KT439329,,"Kapoor,A., Kumar,A., Simmonds,P., Bhuva,N., Singh Chauhan,L., Lee,B., Sall,A.A., Jin,Z., Morse,S.S., Shaz,B., Burbelo,P.D., Lipkin,W.I.",2015-09-20,AK-790,Pegivirus columbiaense,Pegivirus,Flaviviridae,ssRNA(+),3057,GenBank,,,1,polyprotein,USA,USA,,Homo sapiens,,2015,,,polyprotein [Human hepegivirus]
AKS24977,atypical porcine pestivirus,set:KR011347,KR011347,,"Hause,B.M., Collin,E.A., Peddireddi,L., Fang,Y., Hesse,R.A., Anderson,G.",2015-07-29,,Pestivirus scrofae,Pestivirus,Flaviviridae,ssRNA(+),3635,GenBank,,,,polyprotein,USA,USA,,Sus scrofa,,2014-04-09,,,polyprotein [atypical porcine pestivirus]
AKH10573,Hepacivirus bovis,set:KP641127,KP641127,,"Baechlein,C., Fischer,N., Grundhoff,A., Alawi,M., Indenbirken,D., Postel,A., Baron,A.L., Offinger,J., Becker,K., Beineke,A., Rehage,J., Becher,P.",2015-05-19,BovHepV_463/Ger/2014,Hepacivirus bovis,Hepacivirus,Flaviviridae,ssRNA(+),2779,GenBank,,,1,polyprotein,Germany,Germany,,Bos taurus,blood,2014-04,,,polyprotein [Hepacivirus bovis]
AIU94740,Cacipacore virus,set:KF917536,KF917536,,"Moureau,G., Cook,S., Lemey,P., Nougairede,A., Forrester,N.L., Khasnatinov,M., Charrel,R.N., Firth,A.E., Gould,E.A., de Lamballerie,X., Forrester,N., Baronti,C., Gould,E.",2015-03-03,,Orthoflavivirus cacipacoreense,Orthoflavivirus,Flaviviridae,ssRNA(+),3427,GenBank,,,1,polyprotein,Brazil,Brazil,,Formicarius analis,,1977,,,polyprotein [Cacipacore virus]
AJA91182,Jutiapa virus,set:KJ469371,KJ469371,,"Moureau,G., Cook,S., Lemey,P., Nougairede,A., Forrester,N.L., Khasnatinov,M., Charrel,R.N., Firth,A.E., Gould,E.A., de Lamballerie,X., de Lamballerie,X.N.",2015-03-03,,Orthoflavivirus jutiapaense,Orthoflavivirus,Flaviviridae,ssRNA(+),3374,GenBank,,,1,polyprotein,Guatemala,Guatemala,,Sigmodon hispidus,,1969,,,polyprotein [Jutiapa virus]
AJF44501,Non-primate hepacivirus NZP1,set:KP325401,KP325401,,"Scheel,T.K., Kapoor,A., Nishiuchi,E., Brock,K.V., Yu,Y., Andrus,L., Gu,M., Renshaw,R.W., Dubovi,E.J., McDonough,S.P., Van de Walle,G.R., Lipkin,W.I., Divers,T.J., Tennant,B.C., Rice,C.M., Scheel,T.K.H., Lipkin,I.",2015-02-02,NZP1,Hepacivirus equi,Hepacivirus,Flaviviridae,ssRNA(+),2942,GenBank,,,1,polyprotein,,,,Equus caballus,blood,2011,,,polyprotein [Non-primate hepacivirus NZP1]
AIU36197,Pestivirus ratti,set:KJ950914,KJ950914,,"Firth,C., Bhat,M., Firth,M.A., Williams,S.H., Frye,M.J., Simmonds,P., Conte,J.M., Ng,J., Garcia,J., Bhuva,N.P., Lee,B., Che,X., Quan,P.L., Lipkin,W.I., Conte,J., Bhuva,N., Quan,P.-L.",2014-10-27,NrPV/NYC-D23,Pestivirus ratti,Pestivirus,Flaviviridae,ssRNA(+),3993,GenBank,,,1,polyprotein,"USA: New York, New York City",USA,NY,Rattus norvegicus,,2013-06-30,,,polyprotein [Pestivirus ratti]
AIU36220,Hepacivirus ratti,set:KJ950938,KJ950938,,"Firth,C., Bhat,M., Firth,M.A., Williams,S.H., Frye,M.J., Simmonds,P., Conte,J.M., Ng,J., Garcia,J., Bhuva,N.P., Lee,B., Che,X., Quan,P.L., Lipkin,W.I., Conte,J., Bhuva,N., Quan,P.-L.",2014-10-27,NrHV-1/NYC-C12,Hepacivirus ratti,Hepacivirus,Flaviviridae,ssRNA(+),2991,GenBank,,,1,polyprotein,"USA: New York, New York City",USA,NY,Rattus norvegicus,,2013-04-07,,,polyprotein [Hepacivirus ratti]
AIU36221,Hepacivirus norvegici,set:KJ950939,KJ950939,,"Firth,C., Bhat,M., Firth,M.A., Williams,S.H., Frye,M.J., Simmonds,P., Conte,J.M., Ng,J., Garcia,J., Bhuva,N.P., Lee,B., Che,X., Quan,P.L., Lipkin,W.I., Conte,J., Bhuva,N., Quan,P.-L.",2014-10-27,NrHV-2/NYC-E43,Hepacivirus norvegici,Hepacivirus,Flaviviridae,ssRNA(+),2855,GenBank,,,1,polyprotein,"USA: New York, New York City",USA,NY,Rattus norvegicus,,2012-12-20,,,polyprotein [Hepacivirus norvegici]
AHZ13508,Zika virus,set:KJ776791,KJ776791,,"Baronti,C., Piorkowski,G., Charrel,R.N., Boubis,L., Leparc-Goffart,I., de Lamballerie,X.",2014-05-12,,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),3423,GenBank,,,1,polyprotein,French Polynesia,French Polynesia,,Homo sapiens,,2013-11-28,,,polyprotein [Zika virus]
AHH82586,Tyuleniy virus,set:KF815939,KF815939,,"Lvov,D.K., Alkhovsky,S.V., Shchelkanov,M.Y., Shchetinin,A.M., Deryabin,P.G., Samokhvalov,E.I., Gitelman,A.K., Botikov,A.G.",2014-02-05,,Orthoflavivirus tyuleniyense,Orthoflavivirus,Flaviviridae,ssRNA(+),3422,GenBank,,,,polyprotein,"Russia: far East, Sea of Okhotsk; Tyuleniy island",Russia,,Ixodes uriae,,1969,,,polyprotein [Tyuleniy virus]
AGQ22075,Guereza hepacivirus,set:KC551800,KC551800,,"Lauck,M., Sibley,S.D., Lara,J., Purdy,M.A., Khudyakov,Y., Hyeroba,D., Tumukunde,A., Weny,G., Switzer,W.M., Chapman,C.A., Hughes,A.L., Friedrich,T.C., O'Connor,D.H., Goldberg,T.L.",2013-07-15,GHV-1 BWC08,Hepacivirus colobi,Hepacivirus,Flaviviridae,ssRNA(+),3335,GenBank,,,1,polyprotein,Uganda,Uganda,,Colobus,blood,2010-03-13,,,polyprotein [Guereza hepacivirus]
AGC52807,Hepacivirus glareoli,set:KC411777,KC411777,,"Drexler,J.F., Corman,V.M., Muller,M.A., Lukashev,A.N., Gmyl,A., Coutard,B., Adam,A., Ritz,D., Leijten,L.M., van Riel,D., Kallies,R., Klose,S.M., Gloza-Rausch,F., Binger,T., Annan,A., Adu-Sarkodie,Y., Oppong,S., Bourgarel,M., Rupp,D., Hoffmann,B., Schlegel,M., Kummerer,B.M., Kruger,D.H., Schmidt-Chanasit,J., Setien,A.A., Cottontail,V.M., Hemachudha,T., Wacharapluesadee,S., Osterrieder,K., Bartenschlager,R., Matthee,S., Beer,M., Kuiken,T., Reusken,C., Leroy,E.M., Ulrich,R.G., Drosten,C.",2013-06-28,Hepacivirus/RMU10-3382/GER/2010,Hepacivirus glareoli,Hepacivirus,Flaviviridae,ssRNA(+),3014,GenBank,,,1,polyprotein,Germany,Germany,,Myodes glareolus,,2010,,,polyprotein [Hepacivirus glareoli]
AGC52814,Hepacivirus myodae,set:KC411784,KC411784,,"Drexler,J.F., Corman,V.M., Muller,M.A., Lukashev,A.N., Gmyl,A., Coutard,B., Adam,A., Ritz,D., Leijten,L.M., van Riel,D., Kallies,R., Klose,S.M., Gloza-Rausch,F., Binger,T., Annan,A., Adu-Sarkodie,Y., Oppong,S., Bourgarel,M., Rupp,D., Hoffmann,B., Schlegel,M., Kummerer,B.M., Kruger,D.H., Schmidt-Chanasit,J., Setien,A.A., Cottontail,V.M., Hemachudha,T., Wacharapluesadee,S., Osterrieder,K., Bartenschlager,R., Matthee,S., Beer,M., Kuiken,T., Reusken,C., Leroy,E.M., Ulrich,R.G., Drosten,C.",2013-06-28,Hepacivirus/NLR07-oct70/NEL/2007,Hepacivirus myodae,Hepacivirus,Flaviviridae,ssRNA(+),2855,GenBank,,,1,polyprotein,Netherlands,Netherlands,,Myodes glareolus,,2007,,,polyprotein [Hepacivirus myodae]
AGC52836,Hepacivirus rhabdomysis,set:KC411806,KC411806,,"Drexler,J.F., Corman,V.M., Muller,M.A., Lukashev,A.N., Gmyl,A., Coutard,B., Adam,A., Ritz,D., Leijten,L.M., van Riel,D., Kallies,R., Klose,S.M., Gloza-Rausch,F., Binger,T., Annan,A., Adu-Sarkodie,Y., Oppong,S., Bourgarel,M., Rupp,D., Hoffmann,B., Schlegel,M., Kummerer,B.M., Kruger,D.H., Schmidt-Chanasit,J., Setien,A.A., Cottontail,V.M., Hemachudha,T., Wacharapluesadee,S., Osterrieder,K., Bartenschlager,R., Matthee,S., Beer,M., Kuiken,T., Reusken,C., Leroy,E.M., Ulrich,R.G., Drosten,C.",2013-06-28,Hepacivirus/SAR-3/RSA/2008,Hepacivirus rhabdomysis,Hepacivirus,Flaviviridae,ssRNA(+),2781,GenBank,,,1,polyprotein,South Africa,South Africa,,Rhabdomys pumilio,,2008,,,polyprotein [Hepacivirus rhabdomysis]
AGK41004,Hepacivirus macronycteridis,set:KC796074,KC796074,,"Quan,P.L., Firth,C., Conte,J.M., Williams,S.H., Zambrana-Torrelio,C.M., Anthony,S.J., Ellison,J.A., Gilbert,A.T., Kuzmin,I.V., Niezgoda,M., Osinubi,M.O., Recuenco,S., Markotter,W., Breiman,R.F., Kalemba,L., Malekani,J., Lindblade,K.A., Rostal,M.K., Ojeda-Flores,R., Suzan,G., Davis,L.B., Blau,D.M., Ogunkoya,A.B., Alvarez Castillo,D.A., Moran,D., Ngam,S., Akaibe,D., Agwanda,B., Briese,T., Epstein,J.H., Daszak,P., Rupprecht,C.E., Holmes,E.C., Lipkin,W.I., Quan,P.-L.",2013-05-03,PDB-829,Hepacivirus macronycteridis,Hepacivirus,Flaviviridae,ssRNA(+),3024,GenBank,,,1,polyprotein,Kenya,Kenya,,Macronycteris vittatus,blood,2011,,,polyprotein [Hepacivirus macronycteridis]
AGK41006,bat pegivirus G,set:KC796076,KC796076,,"Quan,P.L., Firth,C., Conte,J.M., Williams,S.H., Zambrana-Torrelio,C.M., Anthony,S.J., Ellison,J.A., Gilbert,A.T., Kuzmin,I.V., Niezgoda,M., Osinubi,M.O., Recuenco,S., Markotter,W., Breiman,R.F., Kalemba,L., Malekani,J., Lindblade,K.A., Rostal,M.K., Ojeda-Flores,R., Suzan,G., Davis,L.B., Blau,D.M., Ogunkoya,A.B., Alvarez Castillo,D.A., Moran,D., Ngam,S., Akaibe,D., Agwanda,B., Briese,T., Epstein,J.H., Daszak,P., Rupprecht,C.E., Holmes,E.C., Lipkin,W.I., Quan,P.-L.",2013-05-03,PDB-620,Pegivirus scotophili,Pegivirus,Flaviviridae,ssRNA(+),3469,GenBank,,,1,polyprotein,Kenya,Kenya,,Scotophilus dinganii,blood,2010,,,polyprotein [bat pegivirus G]
AGK41007,Hepacivirus vittatae,set:KC796077,KC796077,,"Quan,P.L., Firth,C., Conte,J.M., Williams,S.H., Zambrana-Torrelio,C.M., Anthony,S.J., Ellison,J.A., Gilbert,A.T., Kuzmin,I.V., Niezgoda,M., Osinubi,M.O., Recuenco,S., Markotter,W., Breiman,R.F., Kalemba,L., Malekani,J., Lindblade,K.A., Rostal,M.K., Ojeda-Flores,R., Suzan,G., Davis,L.B., Blau,D.M., Ogunkoya,A.B., Alvarez Castillo,D.A., Moran,D., Ngam,S., Akaibe,D., Agwanda,B., Briese,T., Epstein,J.H., Daszak,P., Rupprecht,C.E., Holmes,E.C., Lipkin,W.I., Quan,P.-L.",2013-05-03,PDB-112,Hepacivirus vittatae,Hepacivirus,Flaviviridae,ssRNA(+),2901,GenBank,,,1,polyprotein,Kenya,Kenya,,Macronycteris vittatus,blood,2010,,,polyprotein [Hepacivirus vittatae]
AGK41008,Hepacivirus otomopis,set:KC796078,KC796078,,"Quan,P.L., Firth,C., Conte,J.M., Williams,S.H., Zambrana-Torrelio,C.M., Anthony,S.J., Ellison,J.A., Gilbert,A.T., Kuzmin,I.V., Niezgoda,M., Osinubi,M.O., Recuenco,S., Markotter,W., Breiman,R.F., Kalemba,L., Malekani,J., Lindblade,K.A., Rostal,M.K., Ojeda-Flores,R., Suzan,G., Davis,L.B., Blau,D.M., Ogunkoya,A.B., Alvarez Castillo,D.A., Moran,D., Ngam,S., Akaibe,D., Agwanda,B., Briese,T., Epstein,J.H., Daszak,P., Rupprecht,C.E., Holmes,E.C., Lipkin,W.I., Quan,P.-L.",2013-05-03,PDB-491.1,Hepacivirus otomopis,Hepacivirus,Flaviviridae,ssRNA(+),2971,GenBank,,,1,polyprotein,Kenya,Kenya,,Otomops martiensseni,blood,2011,,,polyprotein [Hepacivirus otomopis]
AGK41010,bat pegivirus F,set:KC796080,KC796080,,"Quan,P.L., Firth,C., Conte,J.M., Williams,S.H., Zambrana-Torrelio,C.M., Anthony,S.J., Ellison,J.A., Gilbert,A.T., Kuzmin,I.V., Niezgoda,M., Osinubi,M.O., Recuenco,S., Markotter,W., Breiman,R.F., Kalemba,L., Malekani,J., Lindblade,K.A., Rostal,M.K., Ojeda-Flores,R., Suzan,G., Davis,L.B., Blau,D.M., Ogunkoya,A.B., Alvarez Castillo,D.A., Moran,D., Ngam,S., Akaibe,D., Agwanda,B., Briese,T., Epstein,J.H., Daszak,P., Rupprecht,C.E., Holmes,E.C., Lipkin,W.I., Quan,P.-L.",2013-05-03,PDB-1698,Pegivirus carolliae,Pegivirus,Flaviviridae,ssRNA(+),3325,GenBank,,,1,polyprotein,Guatemala,Guatemala,,Carollia perspicillata,blood,2010,,,polyprotein [bat pegivirus F]
AGK41018,bat pegivirus I,set:KC796088,KC796088,,"Quan,P.L., Firth,C., Conte,J.M., Williams,S.H., Zambrana-Torrelio,C.M., Anthony,S.J., Ellison,J.A., Gilbert,A.T., Kuzmin,I.V., Niezgoda,M., Osinubi,M.O., Recuenco,S., Markotter,W., Breiman,R.F., Kalemba,L., Malekani,J., Lindblade,K.A., Rostal,M.K., Ojeda-Flores,R., Suzan,G., Davis,L.B., Blau,D.M., Ogunkoya,A.B., Alvarez Castillo,D.A., Moran,D., Ngam,S., Akaibe,D., Agwanda,B., Briese,T., Epstein,J.H., Daszak,P., Rupprecht,C.E., Holmes,E.C., Lipkin,W.I., Quan,P.-L.",2013-05-03,PDB-1715,Pegivirus sturnirae,Pegivirus,Flaviviridae,ssRNA(+),3036,GenBank,,,1,polyprotein,Guatemala,Guatemala,,Sturnira lilium,blood,2010,,,polyprotein [bat pegivirus I]
AGJ71779,Hepacivirus peromysci,set:KC815310,KC815310,,"Kapoor,A., Simmonds,P., Scheel,T.K., Hjelle,B., Cullen,J.M., Burbelo,P.D., Chauhan,L.V., Duraisamy,R., Sanchez Leon,M., Jain,K., Vandegrift,K.J., Calisher,C.H., Rice,C.M., Lipkin,W.I.",2013-04-21,RHV-339,Hepacivirus peromysci,Hepacivirus,Flaviviridae,ssRNA(+),2748,GenBank,,,1,polyprotein,USA,USA,,Peromyscus maniculatus,blood,2008,,,polyprotein [Hepacivirus peromysci]
AGJ71780,Pegivirus neotomae,set:KC815311,KC815311,,"Kapoor,A., Simmonds,P., Scheel,T.K., Hjelle,B., Cullen,J.M., Burbelo,P.D., Chauhan,L.V., Duraisamy,R., Sanchez Leon,M., Jain,K., Vandegrift,K.J., Calisher,C.H., Rice,C.M., Lipkin,W.I.",2013-04-21,CC61,Pegivirus neotomae,Pegivirus,Flaviviridae,ssRNA(+),3484,GenBank,,,1,polyprotein,USA,USA,,Neotoma lepida,,2008,,,polyprotein [Pegivirus neotomae]
AGI04301,Equine pegivirus 1,set:KC410872,KC410872,,"Kapoor,A., Simmonds,P., Cullen,J.M., Scheel,T.K., Medina,J.L., Giannitti,F., Nishiuchi,E., Brock,K.V., Burbelo,P.D., Rice,C.M., Lipkin,W.I., Lipkin,I.",2013-03-31,C0035,Pegivirus caballi,Pegivirus,Flaviviridae,ssRNA(+),3344,GenBank,,,1,polyprotein,USA,USA,,Equus caballus,,2011,,,polyprotein [Equine pegivirus 1]
AGH70217,Theiler's disease-associated virus,set:KC145265,KC145265,,"Chandriani,S., Skewes-Cox,P., Zhong,W., Ganem,D.E., Divers,T.J., Van Blaricum,A.J., Tennant,B.C., Kistler,A.L., Ganem,D., VanBlaricum,A.J.",2013-03-27,HorseA1_serum,Pegivirus equi,Pegivirus,Flaviviridae,ssRNA(+),3189,GenBank,,,1,polyprotein precursor,USA,USA,,Equus caballus,blood,2011-08-02,,,polyprotein precursor [Theiler's disease-associated virus]
AFS89612,Ntaya virus,set:JX236040,JX236040,,"Dilcher,M., Sall,A.A., Hufert,F.T., Weidmann,M.",2012-10-02,IPDIA,Orthoflavivirus ntayaense,Orthoflavivirus,Flaviviridae,ssRNA(+),3427,GenBank,,,1,polyprotein,,,,,,1966,,,polyprotein [Ntaya virus]
AFS63897,Aydin-like pestivirus,set:JX428945,JX428945,,"Becher,P., Schmeiser,S., Oguzoglu,T.C., Postel,A.",2012-09-30,,Pestivirus aydinense,Pestivirus,Flaviviridae,ssRNA(+),3895,GenBank,,,1,polyprotein,Turkey,Turkey,,Ovis aries,,2004,,,polyprotein [Aydin-like pestivirus]
AEJ87340,Tembusu virus,set:JF895923,JF895923,,"Huang,X., Han,K., Zhao,D., Liu,Y., Zhang,J., Niu,H., Zhang,K., Zhu,J., Wu,D., Gao,L., Li,Y., Zhou,X., You,Y., Xie,X.",2011-07-13,,Orthoflavivirus tembusu,Orthoflavivirus,Flaviviridae,ssRNA(+),3425,GenBank,,,2,polyprotein,China,China,,Anatidae,,2010-09,,,polyprotein [Tembusu virus]
ADK12629,GB virus-D,set:GU566734,GU566734,,"Epstein,J.H., Quan,P.L., Briese,T., Street,C., Jabado,O., Conlan,S., Ali Khan,S., Verdugo,D., Hossain,M.J., Hutchison,S.K., Egholm,M., Luby,S.P., Daszak,P., Lipkin,W.I., Epstein,J., Quan,P.-L.",2010-07-17,,Pegivirus pteropi,Pegivirus,Flaviviridae,ssRNA(+),3106,GenBank,,,1,polyprotein precursor,Bangladesh,Bangladesh,,Pteropus giganteus,,2007-12,,,polyprotein precursor [GB virus-D]
ADF97233,Hepatitis C virus ED43,set:GU814265,GU814265,,"Gottwein,J.M., Scheel,T.K., Callendret,B., Li,Y.P., Eccleston,H.B., Engle,R.E., Govindarajan,S., Satterfield,W., Purcell,R.H., Walker,C.M., Bukh,J., Scheel,T.K.H., Li,Y.-P.",2010-05-02,,Hepacivirus hominis,Hepacivirus,Flaviviridae,ssRNA(+),3008,GenBank,,,1,polyprotein,Egypt,Egypt,,,,,,,polyprotein [Hepatitis C virus ED43]
ABO21120,Porcine pestivirus isolate Bungowannah,set:EF100713,EF100713,,"Kirkland,P.D., Frost,M.J., Finlaison,D.S., King,K.R., Gu,X.",2009-12-30,Bungowannah,Pestivirus australiaense,Pestivirus,Flaviviridae,ssRNA(+),3918,GenBank,,,,polyprotein,Australia,Australia,,,,,,,polyprotein [Porcine pestivirus isolate Bungowannah]
ABI54472,Banzi virus,set:DQ859056,DQ859056,,"Grard,G., Moureau,G., Charrel,R.N., Holmes,E.C., Gould,E.A., de Lamballerie,X., Brisbarre,N.",2009-09-16,,Orthoflavivirus banziense,Orthoflavivirus,Flaviviridae,ssRNA(+),3393,GenBank,,,1,polyprotein,South Africa,South Africa,,,,,,,polyprotein [Banzi virus]
ABI54473,Bouboui virus,set:DQ859057,DQ859057,,"Grard,G., Moureau,G., Charrel,R.N., Holmes,E.C., Gould,E.A., de Lamballerie,X., Brisbarre,N.",2009-09-16,,Orthoflavivirus boubouiense,Orthoflavivirus,Flaviviridae,ssRNA(+),3390,GenBank,,,1,polyprotein,Central African Republic,Central African Republic,,,,,,,polyprotein [Bouboui virus]
ABI54476,Edge Hill virus,set:DQ859060,DQ859060,,"Grard,G., Moureau,G., Charrel,R.N., Holmes,E.C., Gould,E.A., de Lamballerie,X., Brisbarre,N.",2009-09-16,,Orthoflavivirus edgehillense,Orthoflavivirus,Flaviviridae,ssRNA(+),3401,GenBank,,,1,polyprotein,Australia,Australia,,,,,,,polyprotein [Edge Hill virus]
ABI54478,Saboya virus,set:DQ859062,DQ859062,,"Grard,G., Moureau,G., Charrel,R.N., Holmes,E.C., Gould,E.A., de Lamballerie,X., Brisbarre,N.",2009-09-16,,Orthoflavivirus saboyaense,Orthoflavivirus,Flaviviridae,ssRNA(+),3390,GenBank,,,1,polyprotein,Senegal,Senegal,,,,,,,polyprotein [Saboya virus]
ABI54481,Uganda S virus,set:DQ859065,DQ859065,,"Grard,G., Moureau,G., Charrel,R.N., Holmes,E.C., Gould,E.A., de Lamballerie,X., Brisbarre,N.",2009-09-16,,Orthoflavivirus ugandaense,Orthoflavivirus,Flaviviridae,ssRNA(+),3393,GenBank,,,1,polyprotein,Uganda,Uganda,,,,,,,polyprotein [Uganda S virus]
ABI54482,Jugra virus,set:DQ859066,DQ859066,,"Grard,G., Moureau,G., Charrel,R.N., Holmes,E.C., Gould,E.A., de Lamballerie,X., Brisbarre,N.",2009-09-16,,Orthoflavivirus jugraense,Orthoflavivirus,Flaviviridae,ssRNA(+),3390,GenBank,,,1,polyprotein,Malaysia,Malaysia,,,,,,,polyprotein [Jugra virus]
ABI54483,Potiskum virus,set:DQ859067,DQ859067,,"Grard,G., Moureau,G., Charrel,R.N., Holmes,E.C., Gould,E.A., de Lamballerie,X., Brisbarre,N.",2009-09-16,,Orthoflavivirus saboyaense,Orthoflavivirus,Flaviviridae,ssRNA(+),3390,GenBank,,,1,polyprotein,Nigeria,Nigeria,,,,,,,polyprotein [Potiskum virus]
ACM79934,Bovine viral diarrhea virus 3 Th/04_KhonKaen,set:FJ040215,FJ040215,,"Liu,L., Kampa,J., Belak,S., Baule,C.",2009-06-17,,Pestivirus brazilense,Pestivirus,Flaviviridae,ssRNA(+),3899,GenBank,,,1,polyprotein,Thailand,Thailand,,Bos taurus,,2004,,,polyprotein [Bovine viral diarrhea virus 3 Th/04_KhonKaen]
