Accession,Organism_Name,Assembly,Nucleotide,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,GenBank_RefSeq,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
QJT73719,Botrytis cinerea fusarivirus 5,,MN617764,,"Ruiz-Padilla,A., Rodriguez-Romero,J., Gomez-Cid,I., Pacifico,D., Ayllon,M.A., Chiapello,M., Turina,M.",2021-04-08,BCS3_DN2128,Alphafusarivirus botrytidis,Alphafusarivirus,Fusariviridae,ssRNA,1542,GenBank,,,1,RNA-dependent RNA polymerase,Spain,Spain,,Botrytis cinerea,,2018,,,RNA-dependent RNA polymerase [Botrytis cinerea fusarivirus 5]
QJT73722,Botrytis cinerea fusarivirus 7,,MN617766,,"Ruiz-Padilla,A., Rodriguez-Romero,J., Gomez-Cid,I., Pacifico,D., Ayllon,M.A., Chiapello,M., Turina,M.",2021-04-08,BCS13_13,Betafusarivirus botrytidis,Betafusarivirus,Fusariviridae,ssRNA,601,GenBank,,,1,hypothetical protein,Spain,Spain,,Botrytis cinerea,,2018,,,hypothetical protein [Botrytis cinerea fusarivirus 7]
QJT73723,Botrytis cinerea fusarivirus 7,,MN617766,,"Ruiz-Padilla,A., Rodriguez-Romero,J., Gomez-Cid,I., Pacifico,D., Ayllon,M.A., Chiapello,M., Turina,M.",2021-04-08,BCS13_13,Betafusarivirus botrytidis,Betafusarivirus,Fusariviridae,ssRNA,1675,GenBank,,,1,RNA-dependent RNA polymerase,Spain,Spain,,Botrytis cinerea,,2018,,,RNA-dependent RNA polymerase [Botrytis cinerea fusarivirus 7]
BCP96869,Fusarium sambucinum hypovirus 1,,LC596823,,"Mizutani,Y., Uesaka,K., Ota,A., Calassanzio,M., Ratti,C., Suzuki,T., Fujimori,F., Chiba,S.",2021-03-31,Fs1837h,Alphahypovirus japonicum,Alphahypovirus,Hypoviridae,ssRNA(+),3699,GenBank,,,1,polyprotein,Japan: Tokyo,Japan,,Fusarium sambucinum,,,,,polyprotein [Fusarium sambucinum hypovirus 1]
QOE55583,Macrophomina phaseolina hypovirus 2,,MT062425,,"Wang,J., Ni,Y., Liu,X., Zhao,H., Xiao,Y., Xiao,X., Li,S., Liu,H.",2021-01-29,,Macrophomina phaseolina hypovirus 2,,Hypoviridae,ssRNA(+),4111,GenBank,,,1,RNA-dependent RNA polymerase,China,China,,Macrophomina phaseolina,,2012,,,RNA-dependent RNA polymerase [Macrophomina phaseolina hypovirus 2]
QOX06044,Lentinula edodes fusarivirus 1,,MN744720,,"Guo,M., Bian,Y., Xu,Z.",2020-11-09,Le14HNZMD,Gammafusarivirus lentinualea,Gammafusarivirus,Fusariviridae,ssRNA,1871,GenBank,,,,RNA-dependent RNA polymerase,China,China,,Lentinula edodes,,2017-08-25,,,RNA-dependent RNA polymerase [Lentinula edodes fusarivirus 1]
BCL64194,Neurospora discreta fusarivirus 2,,LC586030,,"Honda,S., Eusebio-Cope,A., Miyashita,S., Yokoyama,A., Aulia,A., Shahi,S., Kondo,H., Suzuki,N.",2020-10-22,,Betafusarivirus neurosporae,Betafusarivirus,Fusariviridae,ssRNA,1670,GenBank,,,,RNA-dependent RNA polymerase,USA:New Mexico,USA,NM,Neurospora discreta,,,,,RNA-dependent RNA polymerase [Neurospora discreta fusarivirus 2]
BCL64195,Neurospora discreta fusarivirus 2,,LC586030,,"Honda,S., Eusebio-Cope,A., Miyashita,S., Yokoyama,A., Aulia,A., Shahi,S., Kondo,H., Suzuki,N.",2020-10-22,,Betafusarivirus neurosporae,Betafusarivirus,Fusariviridae,ssRNA,570,GenBank,,,,hypothetical protein,USA:New Mexico,USA,NM,Neurospora discreta,,,,,hypothetical protein [Neurospora discreta fusarivirus 2]
QOI12318,Lactarius rufus RNA virus 1,,MT130415,,"Sutela,S., Vainio,E.J.",2020-10-12,,Lactarius rufus orthocurvulavirus 1,Orthocurvulavirus,Curvulaviridae,RNA,680,GenBank,,,,RNA-dependent RNA polymerase,Finland,Finland,,Lactarius rufus,,2017-09-26,,,RNA-dependent RNA polymerase [Lactarius rufus RNA virus 1]
QOI12332,Lactarius rufus RNA virus 1,,MT130416,,"Sutela,S., Vainio,E.J.",2020-10-12,,Lactarius rufus orthocurvulavirus 1,Orthocurvulavirus,Curvulaviridae,RNA,336,GenBank,,,,hypothetical protein,Finland,Finland,,Lactarius rufus,,2017-09-26,,,hypothetical protein [Lactarius rufus RNA virus 1]
BCB17079,Neurospora crassa fusarivirus 1,,LC530175,,"Kondo,H., Suzuki,N.",2020-09-24,,Betafusarivirus crassae,Betafusarivirus,Fusariviridae,ssRNA,1671,GenBank,,,,RNA-dependent RNA polymerase,"USA:Coon, LA",USA,LA,Neurospora crassa,,2012,,,RNA-dependent RNA polymerase [Neurospora crassa fusarivirus 1]
BCB17080,Neurospora crassa fusarivirus 1,,LC530175,,"Kondo,H., Suzuki,N.",2020-09-24,,Betafusarivirus crassae,Betafusarivirus,Fusariviridae,ssRNA,572,GenBank,,,,hypothetical protein,"USA:Coon, LA",USA,LA,Neurospora crassa,,2012,,,hypothetical protein [Neurospora crassa fusarivirus 1]
QKW91274,Botrytis cinerea hypovirus 5,,MT157414,,"Ruiz-Padilla,A., Rodriguez-Romero,J., Gomez-Cid,I., Pacifico,D., Ayllon,M.A., Chiapello,M., Turina,M.",2020-06-27,BCI10_DN5057,Botrytis cinerea hypovirus 5,,Hypoviridae,ssRNA(+),4856,GenBank,,,1,RNA-dependent RNA polymerase,Italy,Italy,,Botrytis cinerea,,2018,,,RNA-dependent RNA polymerase [Botrytis cinerea hypovirus 5]
QJP04102,Auricularia heimuer fusarivirus 1,set:MT232758,MT232758,,"Li,X.",2020-05-09,CCMJ1296,Alphafusarivirus auriculariae,Alphafusarivirus,Fusariviridae,ssRNA,1637,GenBank,,,,polyprotein,China,China,,Auricularia heimuer,,,,,polyprotein [Auricularia heimuer fusarivirus 1]
QIQ28422,Fusarium sacchari hypovirus 1,set:MN295969,MN295969,,"Yao,Z., Zou,C., Peng,N., Zhu,Y., Bao,Y., Zhou,Q., Wu,Q., Chen,B., Zhang,M.",2020-03-30,,Alphahypovirus sacchari,Alphahypovirus,Hypoviridae,ssRNA(+),4257,GenBank,,,1,polyprotein,China,China,,Fusarium sacchari,,2012,,,polyprotein [Fusarium sacchari hypovirus 1]
QHI00074,Fusarium oxysporum dianthi hypovirus 2,set:MN176979,MN176979,,"Torres -Trenas,A., Canizares,C.C., Garcia-Pedrajas,M.D., Perez-Artes,E.",2020-01-20,,Betahypovirus fusarii,Betahypovirus,Hypoviridae,ssRNA(+),2892,GenBank,,,,polyprotein,Morocco,Morocco,,Fusarium oxysporum,,2012,,,polyprotein [Fusarium oxysporum dianthi hypovirus 2]
QHI00151,Botryosphaeria dothidea fusarivirus 1,set:MN560974,MN560974,,"Liu,W.",2020-01-20,,Alphafusarivirus botryospheriae,Alphafusarivirus,Fusariviridae,ssRNA,1544,GenBank,,,,RdRp,China,China,,,,2010,,,RdRp [Botryosphaeria dothidea fusarivirus 1]
QHI00152,Botryosphaeria dothidea fusarivirus 1,set:MN560974,MN560974,,"Liu,W.",2020-01-20,,Alphafusarivirus botryospheriae,Alphafusarivirus,Fusariviridae,ssRNA,481,GenBank,,,,hypothetical protein,China,China,,,,2010,,,hypothetical protein BdFV1_gp2 [Botryosphaeria dothidea fusarivirus 1]
QHD64725,Plasmopara viticola lesion associated fusarivirus 1,set:MN551102,MN551102,,"Chiapello,M., Rodriguez-Romero,J., Ayllon,M.A., Turina,M., Ayllon,M.",2020-01-15,DMG-B-DN53634,Alphafusarivirus plasmoparae,Alphafusarivirus,Fusariviridae,ssRNA,1549,GenBank,,,,RdRp,Italy,Italy,,Plasmopara viticola,,2018,,,RdRp [Plasmopara viticola lesion associated fusarivirus 1]
QHD64726,Plasmopara viticola lesion associated fusarivirus 1,set:MN551102,MN551102,,"Chiapello,M., Rodriguez-Romero,J., Ayllon,M.A., Turina,M., Ayllon,M.",2020-01-15,DMG-B-DN53634,Alphafusarivirus plasmoparae,Alphafusarivirus,Fusariviridae,ssRNA,526,GenBank,,,,ORF2,Italy,Italy,,Plasmopara viticola,,2018,,,ORF2 [Plasmopara viticola lesion associated fusarivirus 1]
QHD64732,Plasmopara viticola lesion associated fusarivirus 2,set:MN551105,MN551105,,"Chiapello,M., Rodriguez-Romero,J., Ayllon,M.A., Turina,M., Ayllon,M.",2020-01-15,DMG-A-DN22538,Alphafusarivirus italiae,Alphafusarivirus,Fusariviridae,ssRNA,1537,GenBank,,,,RdRp,Italy,Italy,,Plasmopara viticola,,2018,,,RdRp [Plasmopara viticola lesion associated fusarivirus 2]
QHD64733,Plasmopara viticola lesion associated fusarivirus 2,set:MN551105,MN551105,,"Chiapello,M., Rodriguez-Romero,J., Ayllon,M.A., Turina,M., Ayllon,M.",2020-01-15,DMG-A-DN22538,Alphafusarivirus italiae,Alphafusarivirus,Fusariviridae,ssRNA,476,GenBank,,,,ORF2,Italy,Italy,,Plasmopara viticola,,2018,,,ORF2 [Plasmopara viticola lesion associated fusarivirus 2]
QGA30968,Trichoderma harzianum hypovirus 1,set:MN172262,MN172262,,"You,J., Zhou,K., Liu,X., Wu,M., Yang,L., Zhang,J., Chen,W., Li,G.",2019-11-10,THHV1.T-70,Trichoderma harzianum hypovirus 1,Hypovirus,Hypoviridae,ssRNA(+),443,GenBank,,,1,polyprotein,China,China,,Trichoderma harzianum,,2016,,,polyprotein [Trichoderma harzianum hypovirus 1]
QGA30969,Trichoderma harzianum hypovirus 1,set:MN172262,MN172262,,"You,J., Zhou,K., Liu,X., Wu,M., Yang,L., Zhang,J., Chen,W., Li,G.",2019-11-10,THHV1.T-70,Trichoderma harzianum hypovirus 1,Hypovirus,Hypoviridae,ssRNA(+),2793,GenBank,,,1,polyprotein,China,China,,Trichoderma harzianum,,2016,,,polyprotein [Trichoderma harzianum hypovirus 1]
QFR36339,Alternaria alternata hypovirus 1,set:MK189193,MK189193,,"Li,H., Bian,R., Liu,Q., Yang,L., Pang,T., Salaipeth,L., Andika,I.B., Kondo,H., Sun,L.",2019-10-22,,Alphahypovirus alternariae,Alphahypovirus,Hypoviridae,ssRNA(+),4228,GenBank,,,1,polyprotein,China,China,,,,2016-02,,,polyprotein [Alternaria alternata hypovirus 1]
QED55787,Heterobasidion RNA virus 6,set:MK468678,MK468678,,"Vainio,E.J., Levanova,A.",2019-08-19,HetRV6-ab6,Heterobasidion orthocurvulavirus,Orthocurvulavirus,Curvulaviridae,RNA,387,GenBank,,RNA2,,hypothetical protein,Turkey,Turkey,,Heterobasidion abietinum,,2004,,,hypothetical protein [Heterobasidion RNA virus 6]
QDW92689,Rhizoctonia solani fusarivirus 2,set:MK558256,MK558256,,"Picarelli,M.A.S.C., Forgia,M., Rivas,E.B., Nerva,L., Chiapello,M., Turina,M., Colariccio,A.",2019-08-06,BR17,Betafusarivirus brasiliensis,Betafusarivirus,Fusariviridae,ssRNA,787,GenBank,,,1,hypothetical protein,Brazil,Brazil,,Rhizoctonia solani,,2013,,,hypothetical protein [Rhizoctonia solani fusarivirus 2]
QDW92690,Rhizoctonia solani fusarivirus 2,set:MK558256,MK558256,,"Picarelli,M.A.S.C., Forgia,M., Rivas,E.B., Nerva,L., Chiapello,M., Turina,M., Colariccio,A.",2019-08-06,BR17,Betafusarivirus brasiliensis,Betafusarivirus,Fusariviridae,ssRNA,472,GenBank,,,1,hypothetical protein,Brazil,Brazil,,Rhizoctonia solani,,2013,,,hypothetical protein [Rhizoctonia solani fusarivirus 2]
QDW92691,Rhizoctonia solani fusarivirus 2,set:MK558256,MK558256,,"Picarelli,M.A.S.C., Forgia,M., Rivas,E.B., Nerva,L., Chiapello,M., Turina,M., Colariccio,A.",2019-08-06,BR17,Betafusarivirus brasiliensis,Betafusarivirus,Fusariviridae,ssRNA,1528,GenBank,,,1,RNA-dependent RNA polymerase,Brazil,Brazil,,Rhizoctonia solani,,2013,,,RNA-dependent RNA polymerase [Rhizoctonia solani fusarivirus 2]
QDW92692,Rhizoctonia solani fusarivirus 2,set:MK558256,MK558256,,"Picarelli,M.A.S.C., Forgia,M., Rivas,E.B., Nerva,L., Chiapello,M., Turina,M., Colariccio,A.",2019-08-06,BR17,Betafusarivirus brasiliensis,Betafusarivirus,Fusariviridae,ssRNA,618,GenBank,,,1,hypothetical protein,Brazil,Brazil,,Rhizoctonia solani,,2013,,,hypothetical protein [Rhizoctonia solani fusarivirus 2]
QDW92693,Rhizoctonia solani fusarivirus 1,set:MK558257,MK558257,,"Picarelli,M.A.S.C., Forgia,M., Rivas,E.B., Nerva,L., Chiapello,M., Turina,M., Colariccio,A.",2019-08-06,BR18,Betafusarivirus rhizoctoniae,Betafusarivirus,Fusariviridae,ssRNA,731,GenBank,,,1,hypothetical protein,Brazil,Brazil,,Rhizoctonia solani,,2013,,,hypothetical protein [Rhizoctonia solani fusarivirus 1]
QDW92694,Rhizoctonia solani fusarivirus 1,set:MK558257,MK558257,,"Picarelli,M.A.S.C., Forgia,M., Rivas,E.B., Nerva,L., Chiapello,M., Turina,M., Colariccio,A.",2019-08-06,BR18,Betafusarivirus rhizoctoniae,Betafusarivirus,Fusariviridae,ssRNA,525,GenBank,,,1,hypothetical protein,Brazil,Brazil,,Rhizoctonia solani,,2013,,,hypothetical protein [Rhizoctonia solani fusarivirus 1]
QDW92695,Rhizoctonia solani fusarivirus 1,set:MK558257,MK558257,,"Picarelli,M.A.S.C., Forgia,M., Rivas,E.B., Nerva,L., Chiapello,M., Turina,M., Colariccio,A.",2019-08-06,BR18,Betafusarivirus rhizoctoniae,Betafusarivirus,Fusariviridae,ssRNA,1560,GenBank,,,1,RNA-dependent RNA polymerase,Brazil,Brazil,,Rhizoctonia solani,,2013,,,RNA-dependent RNA polymerase [Rhizoctonia solani fusarivirus 1]
QDW92696,Rhizoctonia solani fusarivirus 1,set:MK558257,MK558257,,"Picarelli,M.A.S.C., Forgia,M., Rivas,E.B., Nerva,L., Chiapello,M., Turina,M., Colariccio,A.",2019-08-06,BR18,Betafusarivirus rhizoctoniae,Betafusarivirus,Fusariviridae,ssRNA,578,GenBank,,,1,hypothetical protein,Brazil,Brazil,,Rhizoctonia solani,,2013,,,hypothetical protein [Rhizoctonia solani fusarivirus 1]
QDW92697,Rhizoctonia solani fusarivirus 3,set:MK558258,MK558258,,"Picarelli,M.A.S.C., Forgia,M., Rivas,E.B., Nerva,L., Chiapello,M., Turina,M., Colariccio,A.",2019-08-06,BR19,Alphafusarivirus rhizoctoniae,Alphafusarivirus,Fusariviridae,ssRNA,1795,GenBank,,,1,RNA-dependent RNA polymerase,Brazil,Brazil,,Rhizoctonia solani,,2013,,,RNA-dependent RNA polymerase [Rhizoctonia solani fusarivirus 3]
QDW92698,Rhizoctonia solani hypovirus 1,set:MK558259,MK558259,,"Picarelli,M.A.S.C., Forgia,M., Rivas,E.B., Nerva,L., Chiapello,M., Turina,M., Colariccio,A.",2019-08-06,BR20,Thetahypovirus rhizoctoniae,Thetahypovirus,Hypoviridae,ssRNA(+),5344,GenBank,,,1,polyprotein,Brazil,Brazil,,Rhizoctonia solani,,2013,,,polyprotein [Rhizoctonia solani hypovirus 1]
QDY81493,Bipolaris oryzae hypovirus 1,set:MH316122,MH316122,,"Huang,W.",2019-08-06,ES35,Alphahypovirus bipolaridis,Alphahypovirus,Hypoviridae,ssRNA(+),4219,GenBank,,,,polyprotein,China,China,,Bipolaris oryzae,,2016-08,,,polyprotein [Bipolaris oryzae hypovirus 1]
QBA69886,Sclerotinia sclerotiorum hypovirus 2,set:MH347276,MH347276,,"He,G., Zhou,Z., Wu,M., Zhang,J., Yang,L., Li,G.",2019-02-11,,Thetahypovirus sclerotiniae,Thetahypovirus,Hypoviridae,ssRNA(+),4807,GenBank,,,,polyprotein,China,China,,Botrytis cinerea,,2013,,,polyprotein [Sclerotinia sclerotiorum hypovirus 2]
AZT88610,Fusarium graminearum hypovirus 1,set:MK279472,MK279472,,"Gilbert,K.B., Holcomb,E.E., Allscheid,R.L., Carrington,J.C.",2019-01-12,,Alphahypovirus fusarii,Alphahypovirus,Hypoviridae,ssRNA(+),176,GenBank,,,,hypothetical protein,USA,USA,,Fusarium graminearum,,2017,,,hypothetical protein FgHV1-HN10_gp1 [Fusarium graminearum hypovirus 1]
AZT88611,Fusarium graminearum hypovirus 1,set:MK279472,MK279472,,"Gilbert,K.B., Holcomb,E.E., Allscheid,R.L., Carrington,J.C.",2019-01-12,,Alphahypovirus fusarii,Alphahypovirus,Hypoviridae,ssRNA(+),3705,GenBank,,,,polyprotein,USA,USA,,Fusarium graminearum,,2017,,,polyprotein [Fusarium graminearum hypovirus 1]
AZT88612,Sclerotinia homoeocarpa hypovirus 1 strain ShHvLT11,set:MK279473,MK279473,,"Gilbert,K.B., Holcomb,E.E., Allscheid,R.L., Carrington,J.C.",2019-01-12,,Epsilonhypovirus sclerotiniae,Epsilonhypovirus,Hypoviridae,ssRNA(+),3604,GenBank,,,,polyprotein,USA,USA,,Clarireedia homoeocarpa,,2017,,,polyprotein [Sclerotinia homoeocarpa hypovirus 1 strain ShHvLT11]
AZT88613,Setosphaeria turcica hypovirus 1,set:MK279474,MK279474,,"Gilbert,K.B., Holcomb,E.E., Allscheid,R.L., Carrington,J.C.",2019-01-12,,Setosphaeria turcica hypovirus 1,Hypovirus,Hypoviridae,ssRNA(+),2751,GenBank,,,,polyprotein,USA,USA,,Exserohilum turcicum,,2017,,,polyprotein [Setosphaeria turcica hypovirus 1]
AZT88614,Trichoderma asperellum hypovirus 1,set:MK279475,MK279475,,"Gilbert,K.B., Holcomb,E.E., Allscheid,R.L., Carrington,J.C.",2019-01-12,,Alphahypovirus trichodermae,Alphahypovirus,Hypoviridae,ssRNA(+),4176,GenBank,,,,polyprotein,USA,USA,,Trichoderma asperellum,,2017,,,polyprotein [Trichoderma asperellum hypovirus 1]
AZT88650,Aspergillus ellipticus fusarivirus 1,set:MK279500,MK279500,,"Gilbert,K.B., Holcomb,E.E., Allscheid,R.L., Carrington,J.C.",2019-01-12,,Alphafusarivirus aspergilli,Alphafusarivirus,Fusariviridae,ssRNA,1556,GenBank,,,,RNA-dependent RNA polymerase,USA,USA,,Aspergillus ellipticus,,2017,,,RNA-dependent RNA polymerase [Aspergillus ellipticus fusarivirus 1]
AZT88651,Aspergillus ellipticus fusarivirus 1,set:MK279500,MK279500,,"Gilbert,K.B., Holcomb,E.E., Allscheid,R.L., Carrington,J.C.",2019-01-12,,Alphafusarivirus aspergilli,Alphafusarivirus,Fusariviridae,ssRNA,482,GenBank,,,,hypothetical protein,USA,USA,,Aspergillus ellipticus,,2017,,,hypothetical protein AeFV1_gp2 [Aspergillus ellipticus fusarivirus 1]
AZT88657,Neurospora discreta fusarivirus 1,set:MK279503,MK279503,,"Gilbert,K.B., Holcomb,E.E., Allscheid,R.L., Carrington,J.C.",2019-01-12,,Alphafusarivirus neurosporae,Alphafusarivirus,Fusariviridae,ssRNA,1526,GenBank,,,,RNA-dependent RNA polymerase,USA,USA,,Neurospora discreta,,2017,,,RNA-dependent RNA polymerase [Neurospora discreta fusarivirus 1]
AZT88658,Neurospora discreta fusarivirus 1,set:MK279503,MK279503,,"Gilbert,K.B., Holcomb,E.E., Allscheid,R.L., Carrington,J.C.",2019-01-12,,Alphafusarivirus neurosporae,Alphafusarivirus,Fusariviridae,ssRNA,522,GenBank,,,,hypothetical protein,USA,USA,,Neurospora discreta,,2017,,,hypothetical protein NdFV1_gp2 [Neurospora discreta fusarivirus 1]
AZT88659,Rutstroemia firma fusarivirus 1,set:MK279504,MK279504,,"Gilbert,K.B., Holcomb,E.E., Allscheid,R.L., Carrington,J.C.",2019-01-12,,Alphafusarivirus rutstroemiae,Alphafusarivirus,Fusariviridae,ssRNA,1558,GenBank,,,,RNA-dependent RNA polymerase,USA,USA,,Rutstroemia firma,,2017,,,RNA-dependent RNA polymerase [Rutstroemia firma fusarivirus 1]
AZT88660,Rutstroemia firma fusarivirus 1,set:MK279504,MK279504,,"Gilbert,K.B., Holcomb,E.E., Allscheid,R.L., Carrington,J.C.",2019-01-12,,Alphafusarivirus rutstroemiae,Alphafusarivirus,Fusariviridae,ssRNA,545,GenBank,,,,hypothetical protein,USA,USA,,Rutstroemia firma,,2017,,,hypothetical protein RfFV1_gp2 [Rutstroemia firma fusarivirus 1]
AZT88661,Sclerotinia homoeocarpa fusarivirus 1,set:MK279505,MK279505,,"Gilbert,K.B., Holcomb,E.E., Allscheid,R.L., Carrington,J.C.",2019-01-12,,Betafusarivirus homeocarpa,Betafusarivirus,Fusariviridae,ssRNA,1718,GenBank,,,,RNA-dependent RNA polymerase,USA,USA,,Clarireedia homoeocarpa,,2017,,,RNA-dependent RNA polymerase [Sclerotinia homoeocarpa fusarivirus 1]
AZT88662,Sclerotinia homoeocarpa fusarivirus 1,set:MK279505,MK279505,,"Gilbert,K.B., Holcomb,E.E., Allscheid,R.L., Carrington,J.C.",2019-01-12,,Betafusarivirus homeocarpa,Betafusarivirus,Fusariviridae,ssRNA,589,GenBank,,,,hypothetical protein,USA,USA,,Clarireedia homoeocarpa,,2017,,,hypothetical protein ShFV1_gp2 [Sclerotinia homoeocarpa fusarivirus 1]
AZT88663,Zymoseptoria tritici fusarivirus 1,set:MK279506,MK279506,,"Gilbert,K.B., Holcomb,E.E., Allscheid,R.L., Carrington,J.C.",2019-01-12,,Alphafusarivirus zymoseptoriae,Alphafusarivirus,Fusariviridae,ssRNA,1491,GenBank,,,,RNA-dependent RNA polymerase,USA,USA,,Zymoseptoria tritici,,2017,,,RNA-dependent RNA polymerase [Zymoseptoria tritici fusarivirus 1]
AZT88664,Zymoseptoria tritici fusarivirus 1,set:MK279506,MK279506,,"Gilbert,K.B., Holcomb,E.E., Allscheid,R.L., Carrington,J.C.",2019-01-12,,Alphafusarivirus zymoseptoriae,Alphafusarivirus,Fusariviridae,ssRNA,499,GenBank,,,,hypothetical protein,USA,USA,,Zymoseptoria tritici,,2017,,,hypothetical protein ZtFV1_gp2 [Zymoseptoria tritici fusarivirus 1]
AZJ17591,Lactarius tabidus RNA virus 1,set:MG596785,MG596785,,"Vainio,E.J.",2018-12-11,,Lactarius tabidus orthocurvulavirus 1,Orthocurvulavirus,Curvulaviridae,RNA,336,GenBank,,,,hypothetical protein,Finland,Finland,,Lactarius tabidus,,2012,,,hypothetical protein [Lactarius tabidus RNA virus 1]
AZJ17592,Lactarius tabidus RNA virus 1,set:MG596785,MG596785,,"Vainio,E.J.",2018-12-11,,Lactarius tabidus orthocurvulavirus 1,Orthocurvulavirus,Curvulaviridae,RNA,239,GenBank,,,,hypothetical protein,Finland,Finland,,Lactarius tabidus,,2012,,,hypothetical protein [Lactarius tabidus RNA virus 1]
