Accession,Organism_Name,Assembly,Nucleotide,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,GenBank_RefSeq,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
QZE11885,red panda amdoparvovirus,,MZ357124,SRR14654878,"Zhao,M., Yue,C., Yang,Z., Li,Y., Zhang,D., Zhang,J., Yang,S., Shen,Q., Su,X., Qi,D., Ma,R., Xiao,Y., Hou,R., Yan,X., Li,L., Zhou,Y., Liu,J., Wang,X., Wu,W., Zhang,W., Shan,T., Liu,S.",2021-08-28,patient12amdo01-4,Amdoparvovirus carnivoran5,Amdoparvovirus,Parvoviridae,ssDNA(+/-),641,GenBank,,,,NS1,China: Sichuan Province,China,,Ailurus fulgens,abdominal cavity,2019,SAMN16880838,PRJNA680461,MAG: NS1 [red panda amdoparvovirus]
QXQ21750,Equine protoparvovirus,,MW814911,,"Altan,E., Hui,A., Li,Y., Pesavento,P., Asin,J., Crossley,B., Deng,X., Uzal,F.A., Delwart,E., Lee,Y.",2021-08-03,EqPV-P4619,Equine protoparvovirus,Protoparvovirus,Parvoviridae,ssDNA(+/-),658,GenBank,,,,NS1,USA,USA,,Equus caballus,feces,2020,,,NS1 [Equine protoparvovirus]
QWL55121,Horse parvovirus CSF,,MZ100069,,"Altan,E., Hui,A., Slovis,N., Taylor,S., Delwart,E.",2021-06-14,,Horse parvovirus CSF,,Parvoviridae,ssDNA(+/-),565,GenBank,,,,NS1,USA,USA,,Equus caballus,,2020,,,NS1 [Horse parvovirus CSF]
QRK03666,Duck-associated ambidensovirus 1,,MW306771,,"Canuti,M., Verhoeven,J.T.P., Munro,H.J., Roul,S., Ojkic,D., Robertson,G.J., Whitney,H.G., Dufour,S.C., Lang,A.S.",2021-02-15,,Duck-associated ambidensovirus 1,Ambidensovirus,Parvoviridae,ssDNA(+/-),525,GenBank,,,1,nonstructural protein 1,Canada: Newfoundland,Canada,,,,2015,,,nonstructural protein 1 [Duck-associated ambidensovirus 1]
QPN96884,Barn owl parvovirus,,MT580795,,"Hargitai,R., Boros,A., Pankovics,P., Matics,R., Altan,E., Delwart,E., Reuter,G.",2020-12-13,,Chaphamaparvovirus strigiform1,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),676,GenBank,,,1,nonstructural protein 1,Hungary,Hungary,,Tyto alba,feces,2015-05,,,nonstructural protein 1 [Barn owl parvovirus]
QOI91160,Labrador amdoparvovirus 1,,MT770849,,"Canuti,M., McDonald,E., Graham,S.M., Rodrigues,B., Bouchard,E., Neville,R., Pitcher,M., Whitney,H.G., Marshall,H.D., Lang,A.S., Whitney,H.",2020-10-13,,Labrador amdoparvovirus 1,Amdoparvovirus,Parvoviridae,ssDNA(+/-),641,GenBank,,,,nonstructural protein 1,Canada: Labrador,Canada,,Martes americana,,2017,,,nonstructural protein 1 [Labrador amdoparvovirus 1]
QNB17827,Tilapia parvovirus,,MT393593,,"Liu,W., Zhang,Y., Ma,J., Jiang,N., Fan,Y., Zhou,Y., Zeng,L.",2020-08-17,,Tilapia parvovirus,,Parvoviridae,ssDNA(+/-),618,GenBank,,,,NS1,China,China,,Oreochromis niloticus,"kidney, abdominal cavity",2016-09-12,,,NS1 [Tilapia parvovirus]
QMI57781,Pacific black duck chaphamaparvovirus 1,,MT247730,,"Vibin,J., Chamings,A., Klaassen,M., Bhatta,T.R., Alexandersen,S.",2020-08-03,PBDCPaV1/PBD12.16-AU-2016,Pacific black duck chaphamaparvovirus 1,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),688,GenBank,,,,nonstructural protein 1,Australia,Australia,,Anas superciliosa,feces,2016-12,,,nonstructural protein 1 [Pacific black duck chaphamaparvovirus 1]
QMI57829,Chestnut teal chaphamaparvovirus 1,,MT247758,,"Vibin,J., Chamings,A., Klaassen,M., Bhatta,T.R., Alexandersen,S.",2020-08-03,CTCPaV1/CT08.18-AU-2018,Chestnut teal chaphamaparvovirus 1,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),673,GenBank,,,,nonstructural protein 1,Australia,Australia,,Anas castanea,feces,2018-08,,,nonstructural protein 1 [Chestnut teal chaphamaparvovirus 1]
QMI57833,Chestnut teal chaphamaparvovirus 2,,MT247759,,"Vibin,J., Chamings,A., Klaassen,M., Bhatta,T.R., Alexandersen,S.",2020-08-03,CTCPaV2/CT08.18/12952-AU-2018,Chestnut teal chaphamaparvovirus 2,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),667,GenBank,,,,nonstructural protein 1,Australia,Australia,,Anas castanea,feces,2018-08,,,nonstructural protein 1 [Chestnut teal chaphamaparvovirus 2]
QMI57837,Chestnut teal chaphamaparvovirus 3,,MT247760,,"Vibin,J., Chamings,A., Klaassen,M., Bhatta,T.R., Alexandersen,S.",2020-08-03,CTCPaV3/CT08.18/12952-AU-2018,Chestnut teal chaphamaparvovirus 3,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),675,GenBank,,,,nonstructural protein 1,Australia,Australia,,Anas castanea,feces,2018-08,,,nonstructural protein 1 [Chestnut teal chaphamaparvovirus 3]
QLJ83483,Broome densovirus 1,,MT498824,,"Williams,S.H., Levy,A., Yates,R.A., Somaweera,N., Neville,P.J., Nicholson,J., Lindsay,M.D.A., Mackenzie,J.S., Jain,K., Imrie,A., Smith,D.W., Lipkin,W.I.",2020-07-25,BDV1/pool-1,Broome densovirus 1,,Parvoviridae,ssDNA(+/-),583,GenBank,,,1,nonstructural protein 1,Australia,Australia,,Culex annulirostris,,2018-04-09,,,nonstructural protein 1 [Broome densovirus 1]
QLH64628,California sea lion parvovirus,,MN982959,,"Altan,E., Delwart,E.",2020-07-19,,California sea lion parvovirus,,Parvoviridae,ssDNA(+/-),626,GenBank,,,,NS1,USA,USA,,Zalophus californianus,lymph,2010,,,NS1 [California sea lion parvovirus]
QJU69683,Ursus americanus parvovirus,set:MN166196,MN166196,,"Alex,C., Fahsbender,E., Altan,E., Bildfell,R., Wolff,P., Jin,L., Black,W., Jackson,K., Tse,T., Delwart,E., Pesavento,P.",2020-05-23,UaChV/Reno/2014,Chaphamaparvovirus carnivoran3,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),659,GenBank,,,,NS1,"USA: Reno, NV",USA,NV,Ursus americanus,"liver, abdominal cavity, kidney",2014,,,NS1 [Ursus americanus parvovirus]
QHG62569,uncultured densovirus,set:MN190158,MN190158,,"Pepe-Ranney,C., Johnson,M.R., Stein,D., Distel,D.L., Hewson,I., Jackson,E.W.",2020-01-20,,uncultured densovirus,,Parvoviridae,ssDNA(+/-),563,GenBank,,,,NS1,USA,USA,,Asterias forbesi,,2015-09-14,,,NS1 [uncultured densovirus]
QHB35439,Capuchin kidney parvovirus,set:MN265364,MN265364,,"Jolly,C.J., Orkin,J.D., Melin,A.D., de Souza,W.M.",2020-01-11,Cc_AM_T3,Chaphamaparvovirus primate1,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),659,GenBank,,,,nonstructural protein 1,Costa Rica,Costa Rica,,Cebus imitator,"kidney, abdominal cavity",,,,nonstructural protein 1 [Capuchin kidney parvovirus]
QGJ83201,Peafowl parvovirus 1,set:MK988619,MK988619,,"Liu,X., Wang,H., Li,Y., Chen,J., Zhang,J., Wang,X., Shen,S., Deng,F., Wang,M., Guan,W., Hu,Z.",2019-11-20,PePV1,Chaphamaparvovirus galliform4,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),665,GenBank,,,1,nonstructural protein 1,China,China,,Pavo cristatus,,2013-08-02,,,nonstructural protein 1 [Peafowl parvovirus 1]
QGJ83204,Peafowl parvovirus 2,set:MK988620,MK988620,,"Liu,X., Wang,H., Li,Y., Chen,J., Zhang,J., Wang,X., Shen,S., Deng,F., Wang,M., Guan,W., Hu,Z.",2019-11-20,PePV2,Chaphamaparvovirus galliform5,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),665,GenBank,,,1,nonstructural protein 1,China,China,,Pavo cristatus,,2013-08-02,,,nonstructural protein 1 [Peafowl parvovirus 2]
QFP92612,Eqcopivirus EqCoPV_8,set:MN181466,MN181466,,"Altan,E., Li,Y., Sabino-Santos,G. Jr., Sawaswong,V., Barnum,S., Pusterla,N., Deng,X., Delwart,E.",2019-10-17,,Eqcopivirus EqCoPV_8,,Parvoviridae,ssDNA(+/-),584,GenBank,,,1,NS1,USA,USA,,Equus caballus,blood,2018,,,NS1 [Eqcopivirus EqCoPV_8]
QDQ17565,Vicugna pacos bocaparvovirus,set:MK014742,MK014742,,"Kumar,D., Chaudhary,S., Lu,N., Duff,M., Heffel,M., McKinney,C.A., Bedenice,D., Marthaler,D., Marthaler,D.G.",2019-09-30,,Bocaparvovirus ungulate9,Bocaparvovirus,Parvoviridae,ssDNA(+/-),717,GenBank,,,1,NS1,USA,USA,,Vicugna pacos,,2018-03,,,NS1 [Vicugna pacos bocaparvovirus]
QDS02905,Bocaparvovirus primate3,set:MN091929,MN091929,,"Ao,Y.",2019-08-04,MmBOV,Bocaparvovirus primate3,Bocaparvovirus,Parvoviridae,ssDNA(+/-),638,GenBank,,,,NS1,China,China,,Macaca mulatta,feces,2016-03,,,NS1 [Bocaparvovirus primate3]
QCH41361,Haematobia irritans densovirus,set:MK643151,MK643151,,"Ribeiro,J.M., Debat,H.J.",2019-05-06,HiDV/URU,Muscodensovirus dipteran1,Muscodensovirus,Parvoviridae,ssDNA(+/-),633,GenBank,,,,nonstructural protein 1,Uruguay,Uruguay,,Haematobia irritans,,2015-12-01,,,nonstructural protein 1 [Haematobia irritans densovirus]
QBJ04585,Tasmanian devil-associated chapparvovirus 1,set:MK513528,MK513528,,"Chong,R., Shi,M., Grueber,C., Holmes,E.C., Hogg,C.J., Belov,K., Barrs,V.R.",2019-03-10,,Chaphamaparvovirus dasyurid1,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),686,GenBank,,,,NS1,Australia: Tasmania,Australia,,Sarcophilus harrisii,,2017,,,NS1 [Tasmanian devil-associated chapparvovirus 1]
QBJ04587,Tasmanian devil-associated chapparvovirus 2,set:MK513529,MK513529,,"Chong,R., Shi,M., Grueber,C., Holmes,E.C., Hogg,C.J., Belov,K., Barrs,V.R.",2019-03-10,,Chaphamaparvovirus dasyurid2,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),659,GenBank,,,,NS1,Australia: Tasmania,Australia,,Sarcophilus harrisii,,2017,,,NS1 [Tasmanian devil-associated chapparvovirus 2]
QBJ04594,Tasmanian devil-associated chapparvovirus 6,set:MK513533,MK513533,,"Chong,R., Shi,M., Grueber,C., Holmes,E.C., Hogg,C.J., Belov,K., Barrs,V.R.",2019-03-10,,Chaphamaparvovirus dasyurid3,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),633,GenBank,,,,NS1,Australia: Tasmania,Australia,,Sarcophilus harrisii,,2017,,,NS1 [Tasmanian devil-associated chapparvovirus 6]
AYX42259,Aleutian mink disease virus,set:MG821261,MG821261,,"Virtanen,J., Smura,T., Aaltonen,K., Moisander-Jylha,A.-M., Knuuttila,A., Vapalahti,O., Sironen,T.",2018-11-25,,Amdoparvovirus carnivoran1,Amdoparvovirus,Parvoviridae,ssDNA(+/-),641,GenBank,,,,nonstructural protein 1,Finland,Finland,,Neogale vison,blood,2010,,,nonstructural protein 1 [Aleutian mink disease virus]
AXL64655,Chicken chapparvovirus 2,set:MG846442,MG846442,,"Lima,D.A., Roehe,P.M.",2018-08-14,,Chaphamaparvovirus galliform2,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),673,GenBank,,,,NS1,Brazil,Brazil,,Gallus gallus,feces,2015,,,NS1 [Chicken chapparvovirus 2]
AXE73109,Porcine parvovirus 7,set:MG543471,MG543471,,"Cao,L., Sun,W.C., Zhang,H., Guo,D.D., Lu,H.H., Jin,N.N., Qian,A.D.",2018-07-23,GX49,Chaphamaparvovirus ungulate1,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),672,GenBank,,,,NS1,China,China,,Sus scrofa,,2015,,,NS1 [Porcine parvovirus 7]
AVR53742,Rodent tetraparvovirus,set:MG745670,MG745670,,"de Souza,W.M., Dennis,T., Fumagalli,M.J., Araujo,J., Sabino-Santos,G., Maia,F.G., Acrani,G.O., Carrasco,A.O., Romeiro,M.F., Modha,S., Vieira,L.C., Ometto,T., Queiroz,L.H., Durigon,E.L., Nunes,M.R., Figueiredo,L.T., Gifford,R.J., Dennis,T.P., de Araujo,J., Sabino-Santos,G. Jr., Motta Maia,F.G., Nunes,M.R.T., Murcia,P.R., Figueiredo,L.T.M.",2018-07-13,3542,Rodent tetraparvovirus,Tetraparvovirus,Parvoviridae,ssDNA(+/-),660,GenBank,,,1,nonstructural protein 1,Brazil,Brazil,,Necromys lasiurus,blood,2009,,,nonstructural protein 1 [Rodent tetraparvovirus]
AVR53744,Opossum tetraparvovirus,set:MG745671,MG745671,,"de Souza,W.M., Dennis,T., Fumagalli,M.J., Araujo,J., Sabino-Santos,G., Maia,F.G., Acrani,G.O., Carrasco,A.O., Romeiro,M.F., Modha,S., Vieira,L.C., Ometto,T., Queiroz,L.H., Durigon,E.L., Nunes,M.R., Figueiredo,L.T., Gifford,R.J., Dennis,T.P., de Araujo,J., Sabino-Santos,G. Jr., Motta Maia,F.G., Nunes,M.R.T., Murcia,P.R., Figueiredo,L.T.M.",2018-07-13,4113,Opossum tetraparvovirus,Tetraparvovirus,Parvoviridae,ssDNA(+/-),632,GenBank,,,1,nonstructural protein 1,Brazil,Brazil,,Didelphis albiventris,blood,2009,,,nonstructural protein 1 [Opossum tetraparvovirus]
AVR53746,Pileated finch aveparvovirus,set:MG745672,MG745672,,"de Souza,W.M., Dennis,T., Fumagalli,M.J., Araujo,J., Sabino-Santos,G., Maia,F.G., Acrani,G.O., Carrasco,A.O., Romeiro,M.F., Modha,S., Vieira,L.C., Ometto,T., Queiroz,L.H., Durigon,E.L., Nunes,M.R., Figueiredo,L.T., Gifford,R.J., Dennis,T.P., de Araujo,J., Sabino-Santos,G. Jr., Motta Maia,F.G., Nunes,M.R.T., Murcia,P.R., Figueiredo,L.T.M.",2018-07-13,29,Pileated finch aveparvovirus,Aveparvovirus,Parvoviridae,ssDNA(+/-),612,GenBank,,,1,nonstructural protein 1,Brazil,Brazil,,Coryphospingus pileatus,feces,2010-09-22,,,nonstructural protein 1 [Pileated finch aveparvovirus]
AVR53749,Rodent bocavirus,set:MG745673,MG745673,,"de Souza,W.M., Dennis,T., Fumagalli,M.J., Araujo,J., Sabino-Santos,G., Maia,F.G., Acrani,G.O., Carrasco,A.O., Romeiro,M.F., Modha,S., Vieira,L.C., Ometto,T., Queiroz,L.H., Durigon,E.L., Nunes,M.R., Figueiredo,L.T., Gifford,R.J., Dennis,T.P., de Araujo,J., Sabino-Santos,G. Jr., Motta Maia,F.G., Nunes,M.R.T., Murcia,P.R., Figueiredo,L.T.M.",2018-07-13,1,Rodent bocavirus,Bocaparvovirus,Parvoviridae,ssDNA(+/-),691,GenBank,,,1,nonstructural protein 1,Brazil,Brazil,,Necromys lasiurus,blood,2008,,,nonstructural protein 1 [Rodent bocavirus]
AVR53758,Desmodus rotundus dependoparvovirus,set:MG745677,MG745677,,"de Souza,W.M., Dennis,T., Fumagalli,M.J., Araujo,J., Sabino-Santos,G., Maia,F.G., Acrani,G.O., Carrasco,A.O., Romeiro,M.F., Modha,S., Vieira,L.C., Ometto,T., Queiroz,L.H., Durigon,E.L., Nunes,M.R., Figueiredo,L.T., Gifford,R.J., Dennis,T.P., de Araujo,J., Sabino-Santos,G. Jr., Motta Maia,F.G., Nunes,M.R.T., Murcia,P.R., Figueiredo,L.T.M.",2018-07-13,246,Desmodus rotundus dependoparvovirus,Dependoparvovirus,Parvoviridae,ssDNA(+/-),717,GenBank,,,1,nonstructural protein 1,Brazil,Brazil,,Desmodus rotundus,"kidney, abdominal cavity",2010-06-23,,,nonstructural protein 1 [Desmodus rotundus dependoparvovirus]
AWF28736,Canine protoparvovirus,set:MF198244,MF198244,,"Martella,V., Lanave,G., Mihalov-Kovacs,E., Marton,S., Varga-Kugler,R., Kaszab,E., Di Martino,B., Camero,M., Decaro,N., Buonavoglia,C., Banyai,K.",2018-06-01,,Canine protoparvovirus,Protoparvovirus,Parvoviridae,ssDNA(+/-),638,GenBank,,,1,NS1,Italy,Italy,,Canis lupus familiaris,oronasopharynx,2015,,,NS1 [Canine protoparvovirus]
AWB14590,Murine bocavirus,set:MF175080,MF175080,,"Willams,S.H., Che,X., Garcia,J.A., Klena,J.D., Lee,B., Muller,D., Ulrich,W., Corrigan,R.M., Nichol,S., Jain,K., Lipkin,W.I., Williams,S.H.",2018-04-25,MBV/NYC/2014/Q055/1700,Bocaparvovirus rodent2,Bocaparvovirus,Parvoviridae,ssDNA(+/-),770,GenBank,,,,NS1,USA,USA,,Mus musculus,feces,2014-10-28,,,NS1 [Murine bocavirus]
AUW34307,Red-crowned crane parvovirus,set:KY312546,KY312546,,"Yang,S., Wang,Y., Zhang,W.",2018-02-04,yc-7,Aveparvovirus gruiform1,Aveparvovirus,Parvoviridae,ssDNA(+/-),680,GenBank,,,,nonstructural protein 1,China,China,,Grus japonensis,feces,2014-12,,,nonstructural protein 1 [Red-crowned crane parvovirus]
AUW34315,Grus japonensis parvovirus 1,set:KY312548,KY312548,,"Yang,S., Wang,Y., Zhang,W.",2018-02-04,yc-9,Chaphamaparvovirus gruiform1,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),663,GenBank,,,,nonstructural protein 1,China,China,,Grus japonensis,feces,2014-12,,,nonstructural protein 1 [Grus japonensis parvovirus 1]
AUW34317,Grus japonensis parvovirus 2,set:KY312549,KY312549,,"Yang,S., Wang,Y., Zhang,W.",2018-02-04,yc-10,Chaphamaparvovirus gruiform2,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),660,GenBank,,,,nonstructural protein 1,China,China,,Grus japonensis,feces,2014-12,,,nonstructural protein 1 [Grus japonensis parvovirus 2]
AUW34319,Grus japonensis parvovirus 3,set:KY312550,KY312550,,"Yang,S., Wang,Y., Zhang,W.",2018-02-04,yc-11,Chaphamaparvovirus gruiform3,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),657,GenBank,,,,nonstructural protein 1,China,China,,Grus japonensis,feces,2014-12,,,nonstructural protein 1 [Grus japonensis parvovirus 3]
AUW34321,Grus japonensis parvovirus 4,set:KY312551,KY312551,,"Yang,S., Wang,Y., Zhang,W.",2018-02-04,yc-12,Chaphamaparvovirus gruiform4,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),662,GenBank,,,,nonstructural protein 1,China,China,,Grus japonensis,feces,2014-12,,,nonstructural protein 1 [Grus japonensis parvovirus 4]
ATV81497,Rousettus leschenaultii bocaparvovirus 1,set:MF682925,MF682925,,"Lau,S.K.P., Ahmed,S.S., Tsoi,H.W., Yeung,H.C., Li,K.S.M., Fan,R.Y.Y., Zhao,P.S.H., Lau,C.C.C., Lam,C.S.F., Choi,K.K.F., Chan,B.C.H., Cai,J.P., Wong,S.S.Y., Chen,H., Zhang,H.L., Zhang,L., Wang,M., Woo,P.C.Y., Yuen,K.Y., Tsoi,H.-W., Chan,K.K.F., Cai,J.-P., Yuen,K.-Y.",2017-11-19,,Bocaparvovirus chiropteran5,Bocaparvovirus,Parvoviridae,ssDNA(+/-),793,GenBank,,,1,NS1,China,China,,Rousettus leschenaultii,,2012-07-24,,,NS1 [Rousettus leschenaultii bocaparvovirus 1]
ASM93489,Lupine feces-associated densovirus 2,set:KY214444,KY214444,,"Conceicao-Neto,N., Godinho,R., Alvares,F., Yinda,C.K., Deboutte,W., Zeller,M., Laenen,L., Heylen,E., Roque,S., Petrucci-Fonseca,F., Santos,N., Van Ranst,M., Mesquita,J.R., Matthijnssens,J.",2017-07-29,South Douro,Lupine feces-associated densovirus 2,,Parvoviridae,ssDNA(+/-),475,GenBank,,,1,NS1,Portugal,Portugal,,,,2011,,,NS1 [Lupine feces-associated densovirus 2]
ASM93495,Lupine bocavirus,set:KY214448,KY214448,,"Conceicao-Neto,N., Godinho,R., Alvares,F., Yinda,C.K., Deboutte,W., Zeller,M., Laenen,L., Heylen,E., Roque,S., Petrucci-Fonseca,F., Santos,N., Van Ranst,M., Mesquita,J.R., Matthijnssens,J.",2017-07-29,South Douro,Lupine bocavirus,Bocaparvovirus,Parvoviridae,ssDNA(+/-),854,GenBank,,,1,NS1,Portugal,Portugal,,Canis lupus signatus,,2011,,,NS1 [Lupine bocavirus]
ASC49334,Dromedary camel bocaparvovirus 1,set:KY640430,KY640430,,"Woo,P.C.Y., Lau,S.K.P., Tsoi,H.W., Patteril,N.G., Yeung,H.C., Joseph,S., Wong,E.Y.M., Muhammed,R., Chow,F.W.N., Wernery,U., Yuen,K.Y.",2017-06-26,197C-F,Bocaparvovirus ungulate7,Bocaparvovirus,Parvoviridae,ssDNA(+/-),701,GenBank,,,1,NS1,United Arab Emirates: Dubai,United Arab Emirates,,Camelus dromedarius,,2013-02-13,,,NS1 [Dromedary camel bocaparvovirus 1]
ASC49366,Dromedary camel bocaparvovirus 2,set:KY640438,KY640438,,"Woo,P.C.Y., Lau,S.K.P., Tsoi,H.W., Patteril,N.G., Yeung,H.C., Joseph,S., Wong,E.Y.M., Muhammed,R., Chow,F.W.N., Wernery,U., Yuen,K.Y.",2017-06-26,16C-F,Bocaparvovirus ungulate8,Bocaparvovirus,Parvoviridae,ssDNA(+/-),825,GenBank,,,1,NS1,United Arab Emirates: Dubai,United Arab Emirates,,Camelus dromedarius,,2013-01-31,,,NS1 [Dromedary camel bocaparvovirus 2]
ARO85894,Aleutian mink disease virus,set:KY680280,KY680280,,"Cui,X., Ge,J.",2017-05-13,Heilongjiang,Amdoparvovirus carnivoran1,Amdoparvovirus,Parvoviridae,ssDNA(+/-),641,GenBank,,,,nonstructural protein 1,China,China,,Mustela lutreola,"liver, abdominal cavity",2014-12,,,nonstructural protein 1 [Aleutian mink disease virus]
ARI46481,Crassostrea ariakensis ambidensovirus 1,set:KY548840,KY548840,,"Kang,Y.J., Huang,W., Zhao,A.L., Lai,D.D., Shao,L., Shen,Y.Q., Deng,X., Delwart,E., Zhang,W., Kang,Y.",2017-04-22,,Aquambidensovirus ostreid1,Aquambidensovirus,Parvoviridae,ssDNA(+/-),558,GenBank,1,,1,NS1,China,China,,Crassostrea ariakensis,,2015-07-15,,,NS1 [Crassostrea ariakensis ambidensovirus 1]
API68923,Desmodus rotundus parvovirus,set:KX907333,KX907333,,"Souza,W.M., Romeiro,M.F., Fumagalli,M.J., Modha,S., de Araujo,J., Queiroz,L.H., Durigon,E.L., Figueiredo,L.T., Murcia,P.R., Gifford,R.J., Hughes,J., Araujo,J., Figueiredo,L.T.M.",2016-12-13,,Desmodus rotundus parvovirus,,Parvoviridae,ssDNA(+/-),668,GenBank,,,1,nonstructural protein 1,"Brazil: Aracatuba city, Sao Paulo",Brazil,,Desmodus rotundus,"kidney, abdominal cavity",2010-06-23,,,nonstructural protein 1 [Desmodus rotundus parvovirus]
