Accession,Organism_Name,Assembly,Nucleotide,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,GenBank_RefSeq,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
QUE40494,Conidiobolus heterosporus totivirus 1,,MW249058,,"Qu,J., Shi,N., Yang,G., Huang,B.",2021-04-28,,Conidiobolus heterosporus totivirus 1,,Totiviridae,dsRNA,831,GenBank,,,1,RNA-dependent RNA polymerase,China: Shandong Province,China,,Capillidium heterosporum,,2009-03-20,,,RNA-dependent RNA polymerase [Conidiobolus heterosporus totivirus 1]
QUE40562,Tea-oil camellia-associated totivirus 1,,MW025466,,"Zhang,Z.Y., Huang,H., Han,X.X., Li,R., Wu,L.P., Wu,L.",2021-04-28,Jiangxi,Tea-oil camellia-associated totivirus 1,,Totiviridae,dsRNA,702,GenBank,,,1,coat protein,China,China,,Camellia oleifera,,2017-10,,,coat protein [Tea-oil camellia-associated totivirus 1]
QUE40563,Tea-oil camellia-associated totivirus 1,,MW025466,,"Zhang,Z.Y., Huang,H., Han,X.X., Li,R., Wu,L.P., Wu,L.",2021-04-28,Jiangxi,Tea-oil camellia-associated totivirus 1,,Totiviridae,dsRNA,855,GenBank,,,1,RNA-dependent RNA polymerase,China,China,,Camellia oleifera,,2017-10,,,RNA-dependent RNA polymerase [Tea-oil camellia-associated totivirus 1]
QTT60744,Culex inatomii totivirus,,MW699041,,"Wang,L., Rosales Rosas,A.L., De Coninck,L., Shi,C., Bouckaert,J., Matthijnssens,J., Delang,L.",2021-04-18,CiTV_Leuven_Pool4,Culex inatomii totivirus,,Totiviridae,dsRNA,1112,GenBank,,,,capsid protein,Belgium,Belgium,,Culicidae,,2019,,,capsid protein [Culex inatomii totivirus]
QTT60745,Culex inatomii totivirus,,MW699041,,"Wang,L., Rosales Rosas,A.L., De Coninck,L., Shi,C., Bouckaert,J., Matthijnssens,J., Delang,L.",2021-04-18,CiTV_Leuven_Pool4,Culex inatomii totivirus,,Totiviridae,dsRNA,870,GenBank,,,,RNA-dependent RNA polymerase,Belgium,Belgium,,Culicidae,,2019,,,RNA-dependent RNA polymerase [Culex inatomii totivirus]
QTT60989,Phytophthora condilina RNA virus 1,,MW503714,,"Botella,L., Jung,T.",2021-04-18,PcoRV1/BD661,Phytophthora condilina RNA virus 1,,,RNA,834,GenBank,,,,RNA-dependent RNA polymerase,Portugal,Portugal,,Phytophthora condilina,,,,,RNA-dependent RNA polymerase [Phytophthora condilina RNA virus 1]
QTT60990,Phytophthora condilina RNA virus 1,,MW503714,,"Botella,L., Jung,T.",2021-04-18,PcoRV1/BD661,Phytophthora condilina RNA virus 1,,,RNA,735,GenBank,,,,capsid protein,Portugal,Portugal,,Phytophthora condilina,,,,,capsid protein [Phytophthora condilina RNA virus 1]
BCP96870,Fusarium sambucinum victorivirus 1,,LC596824,,"Mizutani,Y., Uesaka,K., Ota,A., Calassanzio,M., Ratti,C., Suzuki,T., Fujimori,F., Chiba,S.",2021-03-31,Fs2242v,Fusarium sambucinum victorivirus 1,Victorivirus,Totiviridae,dsRNA,757,GenBank,,,1,coat protein,Japan: Saitama,Japan,,Fusarium sambucinum,,,,,coat protein [Fusarium sambucinum victorivirus 1]
BCP96871,Fusarium sambucinum victorivirus 1,,LC596824,,"Mizutani,Y., Uesaka,K., Ota,A., Calassanzio,M., Ratti,C., Suzuki,T., Fujimori,F., Chiba,S.",2021-03-31,Fs2242v,Fusarium sambucinum victorivirus 1,Victorivirus,Totiviridae,dsRNA,847,GenBank,,,1,RNA dependent RNA polymerase,Japan: Saitama,Japan,,Fusarium sambucinum,,,,,RNA dependent RNA polymerase [Fusarium sambucinum victorivirus 1]
QTE76049,Neofusicoccum parvum victorivirus 2,,MW175880,,"Marais,A., Faure,C., Comont,G., Candresse,T., Stempien,E., Corio-Costet,M.F., Nivault,A., Bertsch,C.",2021-03-28,COLB,Neofusicoccum parvum victorivirus 2,Victorivirus,Totiviridae,dsRNA,846,GenBank,,,1,coat protein,France,France,,Neofusicoccum parvum,,2016,,,coat protein [Neofusicoccum parvum victorivirus 2]
QTE76050,Neofusicoccum parvum victorivirus 2,,MW175880,,"Marais,A., Faure,C., Comont,G., Candresse,T., Stempien,E., Corio-Costet,M.F., Nivault,A., Bertsch,C.",2021-03-28,COLB,Neofusicoccum parvum victorivirus 2,Victorivirus,Totiviridae,dsRNA,828,GenBank,,,1,RNA-dependent RNA polymerase,France,France,,Neofusicoccum parvum,,2016,,,RNA-dependent RNA polymerase [Neofusicoccum parvum victorivirus 2]
QRN76667,Torulaspora delbrueckii virus LA,,MW174763,,"Ramirez,M., Velazquez,R., Maqueda,M., Martinez,A.",2021-02-17,,Torulaspora delbrueckii virus LA,,Totiviridae,dsRNA,678,GenBank,,,1,gag,"Spain: Merida, Extremadura",Spain,,Torulaspora delbrueckii,,2006,,,gag [Torulaspora delbrueckii virus LA]
QRN76668,Torulaspora delbrueckii virus LA,,MW174763,,"Ramirez,M., Velazquez,R., Maqueda,M., Martinez,A.",2021-02-17,,Torulaspora delbrueckii virus LA,,Totiviridae,dsRNA,1503,GenBank,,,1,gag-pol fusion protein,"Spain: Merida, Extremadura",Spain,,Torulaspora delbrueckii,,2006,,,gag-pol fusion protein [Torulaspora delbrueckii virus LA]
QKO02071,Macrophomina phaseolina victorivirus 2,,MT023007,,"Wang,J., Ni,Y., Liu,X., Zhao,H., Xiao,Y., Xiao,X., Li,S., Liu,H.",2021-01-29,,Macrophomina phaseolina victorivirus 2,Victorivirus,Totiviridae,dsRNA,776,GenBank,,,1,coat protein,China,China,,Macrophomina phaseolina,,2012,,,coat protein [Macrophomina phaseolina victorivirus 2]
QKO02072,Macrophomina phaseolina victorivirus 2,,MT023007,,"Wang,J., Ni,Y., Liu,X., Zhao,H., Xiao,Y., Xiao,X., Li,S., Liu,H.",2021-01-29,,Macrophomina phaseolina victorivirus 2,Victorivirus,Totiviridae,dsRNA,826,GenBank,,,1,RNA-dependent RNA polymerase,China,China,,Macrophomina phaseolina,,2012,,,RNA-dependent RNA polymerase [Macrophomina phaseolina victorivirus 2]
QQP18683,Soybean thrips-associated totivirus 2,,MT293125,,"Thekke-Veetil,T., Lagos-Kutz,D., McCoppin,N.K., Hartman,G.L., Ju,H.K., Lim,H.S., Domier,L.L., Lim,H.-S.",2021-01-19,,Soybean thrips-associated totivirus 2,,Totiviridae,dsRNA,1348,GenBank,,,1,putative capsid protein,USA,USA,,,,2018,,,putative capsid protein [Soybean thrips-associated totivirus 2]
QQP18684,Soybean thrips-associated totivirus 2,,MT293125,,"Thekke-Veetil,T., Lagos-Kutz,D., McCoppin,N.K., Hartman,G.L., Ju,H.K., Lim,H.S., Domier,L.L., Lim,H.-S.",2021-01-19,,Soybean thrips-associated totivirus 2,,Totiviridae,dsRNA,947,GenBank,,,1,RNA-dependent RNA polymerase,USA,USA,,,,2018,,,RNA-dependent RNA polymerase [Soybean thrips-associated totivirus 2]
QPH36699,Rhodosporidiobolus odoratus RNA virus 1,,MN937194,,"Zhang,T., Cai,X., Zeng,Z., Du,H., Liu,H.",2020-11-29,,Rhodosporidiobolus odoratus RNA virus 1,Totivirus,Totiviridae,dsRNA,683,GenBank,,,1,coat protein,China,China,,Rhodosporidiobolus odoratus,,2017-05-01,,,coat protein [Rhodosporidiobolus odoratus RNA virus 1]
QPH36700,Rhodosporidiobolus odoratus RNA virus 1,,MN937194,,"Zhang,T., Cai,X., Zeng,Z., Du,H., Liu,H.",2020-11-29,,Rhodosporidiobolus odoratus RNA virus 1,Totivirus,Totiviridae,dsRNA,712,GenBank,,,1,RNA-dependent RNA polymerase,China,China,,Rhodosporidiobolus odoratus,,2017-05-01,,,RNA-dependent RNA polymerase [Rhodosporidiobolus odoratus RNA virus 1]
QPH36701,Rhodosporidiobolus odoratus RNA virus 1,,MN937194,,"Zhang,T., Cai,X., Zeng,Z., Du,H., Liu,H.",2020-11-29,,Rhodosporidiobolus odoratus RNA virus 1,Totivirus,Totiviridae,dsRNA,1426,GenBank,,,1,fusion protein,China,China,,Rhodosporidiobolus odoratus,,2017-05-01,,,fusion protein [Rhodosporidiobolus odoratus RNA virus 1]
QOX06024,Lentinula edodes mycovirus HKB,,MN744709,,"Guo,M., Bian,Y., Xu,Z.",2020-11-09,Le33WIL,Lentinula edodes mycovirus HKB,,,dsRNA,1975,GenBank,,,,RdRp,China,China,,Lentinula edodes,,2017-08-25,,,RdRp [Lentinula edodes mycovirus HKB]
QOX06025,Lentinula edodes mycovirus HKB,,MN744709,,"Guo,M., Bian,Y., Xu,Z.",2020-11-09,Le33WIL,Lentinula edodes mycovirus HKB,,,dsRNA,1426,GenBank,,,,hypothetical protein,China,China,,Lentinula edodes,,2017-08-25,,,hypothetical protein [Lentinula edodes mycovirus HKB]
BCH36650,Aspergillus lentulus totivirus 1,,LC553706,,"Urayama,S., Yaguchi,T., Hagiwara,D., Chiba,Y.",2020-10-15,,Aspergillus lentulus totivirus 1,,Totiviridae,dsRNA,776,GenBank,,,,coat protein,Japan,Japan,,Aspergillus lentulus,,,,,coat protein [Aspergillus lentulus totivirus 1]
BCH36651,Aspergillus lentulus totivirus 1,,LC553706,,"Urayama,S., Yaguchi,T., Hagiwara,D., Chiba,Y.",2020-10-15,,Aspergillus lentulus totivirus 1,,Totiviridae,dsRNA,826,GenBank,,,,RNA-dependent RNA polymerase,Japan,Japan,,Aspergillus lentulus,,,,,RNA-dependent RNA polymerase [Aspergillus lentulus totivirus 1]
QOI17263,Picoa juniperi megatotivirus 1,,MT876189,,"Sahin,E., Keskin,E., Akata,I.",2020-10-12,ANK_VIR-88,Picoa juniperi megatotivirus 1,,,RNA,3038,GenBank,,,,hypothetical protein,Turkey,Turkey,,Picoa juniperi,,2020-06-10,,,hypothetical protein [Picoa juniperi megatotivirus 1]
QOI17264,Picoa juniperi megatotivirus 1,,MT876189,,"Sahin,E., Keskin,E., Akata,I.",2020-10-12,ANK_VIR-88,Picoa juniperi megatotivirus 1,,,RNA,1078,GenBank,,,,RNA-dependent RNA polymerase,Turkey,Turkey,,Picoa juniperi,,2020-06-10,,,RNA-dependent RNA polymerase [Picoa juniperi megatotivirus 1]
QOI17265,Picoa juniperi mycovirus 1,,MT876190,,"Sahin,E., Keskin,E., Akata,I.",2020-10-12,ANK_VIR-89,Picoa juniperi mycovirus 1,,,RNA,1936,GenBank,,,,hypothetical protein,Turkey,Turkey,,Picoa juniperi,,2020-06-10,,,hypothetical protein [Picoa juniperi mycovirus 1]
QOI17266,Picoa juniperi mycovirus 1,,MT876190,,"Sahin,E., Keskin,E., Akata,I.",2020-10-12,ANK_VIR-89,Picoa juniperi mycovirus 1,,,RNA,846,GenBank,,,,RNA-dependent RNA polymerase,Turkey,Turkey,,Picoa juniperi,,2020-06-10,,,RNA-dependent RNA polymerase [Picoa juniperi mycovirus 1]
QNS31034,Thrips tabaci associated dsRNA virus 1,,MN764138,,"Chiapello,M., Bosco,L., Ciuffo,M., Ottati,S., Vallino,M., Salem,N., Rosa,C., Tavella,L., Turina,M.",2020-09-21,THR-E_DN24095,Thrips tabaci associated dsRNA virus 1,,,RNA,1209,GenBank,,,,putative RNA dependent RNA polymerase,Italy,Italy,,Thrips tabaci,,2018,,,putative RNA dependent RNA polymerase [Thrips tabaci associated dsRNA virus 1]
QNS31035,Thrips tabaci associated dsRNA virus 1,,MN764138,,"Chiapello,M., Bosco,L., Ciuffo,M., Ottati,S., Vallino,M., Salem,N., Rosa,C., Tavella,L., Turina,M.",2020-09-21,THR-E_DN24095,Thrips tabaci associated dsRNA virus 1,,,RNA,1098,GenBank,,,,hypothetical protein,Italy,Italy,,Thrips tabaci,,2018,,,hypothetical protein [Thrips tabaci associated dsRNA virus 1]
QNS31036,Thrips tabaci associated dsRNA virus 2,,MN764139,,"Chiapello,M., Bosco,L., Ciuffo,M., Ottati,S., Vallino,M., Salem,N., Rosa,C., Tavella,L., Turina,M.",2020-09-21,THR-E_DN23955,Thrips tabaci associated dsRNA virus 2,,,RNA,1242,GenBank,,,,putative RNA dependent RNA polymerase,Italy,Italy,,Thrips tabaci,,2018,,,putative RNA dependent RNA polymerase [Thrips tabaci associated dsRNA virus 2]
QNS31037,Thrips tabaci associated dsRNA virus 2,,MN764139,,"Chiapello,M., Bosco,L., Ciuffo,M., Ottati,S., Vallino,M., Salem,N., Rosa,C., Tavella,L., Turina,M.",2020-09-21,THR-E_DN23955,Thrips tabaci associated dsRNA virus 2,,,RNA,1193,GenBank,,,,hypothetical protein,Italy,Italy,,Thrips tabaci,,2018,,,hypothetical protein [Thrips tabaci associated dsRNA virus 2]
QNS31038,Thrips tabaci associated dsRNA virus 2,,MN764139,,"Chiapello,M., Bosco,L., Ciuffo,M., Ottati,S., Vallino,M., Salem,N., Rosa,C., Tavella,L., Turina,M.",2020-09-21,THR-E_DN23955,Thrips tabaci associated dsRNA virus 2,,,RNA,499,GenBank,,,,hypothetical protein,Italy,Italy,,Thrips tabaci,,2018,,,hypothetical protein [Thrips tabaci associated dsRNA virus 2]
QNJ34608,Malassezia sympodialis mycovirus,,MN812428,,"Clancey,S., Ruchti,F., LeibundGut-Landmann,S., Heitman,J., Ianiri,G.",2020-08-29,MsMV1,Malassezia sympodialis mycovirus,,Totiviridae,dsRNA,689,GenBank,,,,capsid protein,,,,Malassezia sympodialis,,,,,capsid protein [Malassezia sympodialis mycovirus]
QNJ34609,Malassezia sympodialis mycovirus,,MN812428,,"Clancey,S., Ruchti,F., LeibundGut-Landmann,S., Heitman,J., Ianiri,G.",2020-08-29,MsMV1,Malassezia sympodialis mycovirus,,Totiviridae,dsRNA,779,GenBank,,,,RNA-dependent RNA polymerase,,,,Malassezia sympodialis,,,,,RNA-dependent RNA polymerase [Malassezia sympodialis mycovirus]
QNJ34610,Malassezia sympodialis mycovirus,,MN812428,,"Clancey,S., Ruchti,F., LeibundGut-Landmann,S., Heitman,J., Ianiri,G.",2020-08-29,MsMV1,Malassezia sympodialis mycovirus,,Totiviridae,dsRNA,1468,GenBank,,,,polyprotein,,,,Malassezia sympodialis,,,,,polyprotein [Malassezia sympodialis mycovirus]
