Accession,Organism_Name,Assembly,Nucleotide,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,GenBank_RefSeq,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
AOX24076,Grapevine asteroid mosaic associated virus,set:KX354202,KX354202,,"Vargas-Asencio,J., Wojciechowska,K., Baskerville,M., Gomez,A.L., Perry,K.L., Thompson,J.R., Vargas-Asencio,J.A., Gomez,A., Thompson,J.",2016-10-25,GV30,Marafivirus asteroides,Marafivirus,Tymoviridae,ssRNA(+),198,GenBank,,,1,minor coat protein,USA,USA,,Vitis vinifera,,2010-11-17,,,minor coat protein [Grapevine asteroid mosaic associated virus]
AOX24077,Grapevine asteroid mosaic associated virus,set:KX354202,KX354202,,"Vargas-Asencio,J., Wojciechowska,K., Baskerville,M., Gomez,A.L., Perry,K.L., Thompson,J.R., Vargas-Asencio,J.A., Gomez,A., Thompson,J.",2016-10-25,GV30,Marafivirus asteroides,Marafivirus,Tymoviridae,ssRNA(+),338,GenBank,,,1,putative movement protein,USA,USA,,Vitis vinifera,,2010-11-17,,,"putative movement protein, partial [Grapevine asteroid mosaic associated virus]"
AGQ80923,tomato blistering mosaic tymovirus,set:KC840043,KC840043,,"Nicolini,C., Nagata,T.",2013-07-21,SC50,Tymovirus lycopersici,Tymovirus,Tymoviridae,ssRNA(+),651,GenBank,,,,putative movement protein,Brazil,Brazil,,Solanum lycopersicum,,2010,,,putative movement protein [tomato blistering mosaic tymovirus]
AGQ80924,tomato blistering mosaic tymovirus,set:KC840043,KC840043,,"Nicolini,C., Nagata,T.",2013-07-21,SC50,Tymovirus lycopersici,Tymovirus,Tymoviridae,ssRNA(+),190,GenBank,,,,putative coat protein,Brazil,Brazil,,Solanum lycopersicum,,2010,,,putative coat protein [tomato blistering mosaic tymovirus]
AGQ80925,tomato blistering mosaic tymovirus,set:KC840043,KC840043,,"Nicolini,C., Nagata,T.",2013-07-21,SC50,Tymovirus lycopersici,Tymovirus,Tymoviridae,ssRNA(+),1808,GenBank,,,,putative polyprotein,Brazil,Brazil,,Solanum lycopersicum,,2010,,,putative polyprotein [tomato blistering mosaic tymovirus]
AGG15960,Andean potato mild mosaic virus,set:JX508290,JX508290,,"Kreuze,J., Koenig,R., De Souza,J., Vetten,H.J., Muller,G., Flores,B., Ziebell,H., Cuellar,W., Kreuze,J.F., de Souza,J.",2013-03-03,Hu,Tymovirus mosandigenum,Tymovirus,Tymoviridae,ssRNA(+),627,GenBank,,,1,putative movement protein,Peru,Peru,,Solanum tuberosum,,1977,,,putative movement protein [Andean potato mild mosaic virus]
AGG15961,Andean potato mild mosaic virus,set:JX508290,JX508290,,"Kreuze,J., Koenig,R., De Souza,J., Vetten,H.J., Muller,G., Flores,B., Ziebell,H., Cuellar,W., Kreuze,J.F., de Souza,J.",2013-03-03,Hu,Tymovirus mosandigenum,Tymovirus,Tymoviridae,ssRNA(+),1810,GenBank,,,1,viral replication protein,Peru,Peru,,Solanum tuberosum,,1977,,,viral replication protein [Andean potato mild mosaic virus]
AGG15962,Andean potato mild mosaic virus,set:JX508290,JX508290,,"Kreuze,J., Koenig,R., De Souza,J., Vetten,H.J., Muller,G., Flores,B., Ziebell,H., Cuellar,W., Kreuze,J.F., de Souza,J.",2013-03-03,Hu,Tymovirus mosandigenum,Tymovirus,Tymoviridae,ssRNA(+),188,GenBank,,,1,coat protein,Peru,Peru,,Solanum tuberosum,,1977,,,coat protein [Andean potato mild mosaic virus]
AGG15963,Andean potato latent virus,set:JX508291,JX508291,,"Kreuze,J., Koenig,R., De Souza,J., Vetten,H.J., Muller,G., Flores,B., Ziebell,H., Cuellar,W., Kreuze,J.F., de Souza,J.",2013-03-03,Col,Tymovirus latandigenum,Tymovirus,Tymoviridae,ssRNA(+),664,GenBank,,,1,putative movement protein,Colombia,Colombia,,Solanum phureja,,1966,,,putative movement protein [Andean potato latent virus]
AGG15964,Andean potato latent virus,set:JX508291,JX508291,,"Kreuze,J., Koenig,R., De Souza,J., Vetten,H.J., Muller,G., Flores,B., Ziebell,H., Cuellar,W., Kreuze,J.F., de Souza,J.",2013-03-03,Col,Tymovirus latandigenum,Tymovirus,Tymoviridae,ssRNA(+),1831,GenBank,,,1,viral replication protein,Colombia,Colombia,,Solanum phureja,,1966,,,viral replication protein [Andean potato latent virus]
AGG15965,Andean potato latent virus,set:JX508291,JX508291,,"Kreuze,J., Koenig,R., De Souza,J., Vetten,H.J., Muller,G., Flores,B., Ziebell,H., Cuellar,W., Kreuze,J.F., de Souza,J.",2013-03-03,Col,Tymovirus latandigenum,Tymovirus,Tymoviridae,ssRNA(+),188,GenBank,,,1,coat protein,Colombia,Colombia,,Solanum phureja,,1966,,,coat protein [Andean potato latent virus]
CBH31038,Chiltepin yellow mosaic virus,set:FN563123,FN563123,,"Pagan,I., Betancourt,M., de Miguel,J., Pinero,D., Fraile,A., Garcia-Arenal,F.",2010-05-03,20.5,Tymovirus chiltepini,Tymovirus,Tymoviridae,ssRNA(+),690,GenBank,,,1,overlapping protein/movement protein,Mexico:Tula,Mexico,,,plant leaf,2001,,,overlapping protein/movement protein [Chiltepin yellow mosaic virus]
CBH31039,Chiltepin yellow mosaic virus,set:FN563123,FN563123,,"Pagan,I., Betancourt,M., de Miguel,J., Pinero,D., Fraile,A., Garcia-Arenal,F.",2010-05-03,20.5,Tymovirus chiltepini,Tymovirus,Tymoviridae,ssRNA(+),1881,GenBank,,,1,RNA-dependent RNA polymerase,Mexico:Tula,Mexico,,,plant leaf,2001,,,RNA-dependent RNA polymerase [Chiltepin yellow mosaic virus]
CBH31040,Chiltepin yellow mosaic virus,set:FN563123,FN563123,,"Pagan,I., Betancourt,M., de Miguel,J., Pinero,D., Fraile,A., Garcia-Arenal,F.",2010-05-03,20.5,Tymovirus chiltepini,Tymovirus,Tymoviridae,ssRNA(+),188,GenBank,,,1,coat protein,Mexico:Tula,Mexico,,,plant leaf,2001,,,coat protein [Chiltepin yellow mosaic virus]
ACV53023,Blackberry virus S,set:FJ915122,FJ915122,,"Sabanadzovic,S., Abou Ghanem-Sabanadzovic,N.",2009-09-09,GSM-8,Marafivirus rubi,Marafivirus,Tymoviridae,ssRNA(+),2035,GenBank,,,1,polyprotein,USA,USA,,Rubus canadensis,,,,,polyprotein [Blackberry virus S]
ACN94861,Olive latent virus 3,set:FJ444852,FJ444852,,"Alabdullah,A., Minafra,A., Elbeaino,T., Saponari,M., Savino,V., Martelli,G.P.",2009-06-01,CN1/1,Marafivirus oleae,Marafivirus,Tymoviridae,ssRNA(+),2000,GenBank,,,1,replicase-associated polyprotein,Italy,Italy,,,,2008-04-03,,,replicase-associated polyprotein [Olive latent virus 3]
ACN94862,Olive latent virus 3,set:FJ444852,FJ444852,,"Alabdullah,A., Minafra,A., Elbeaino,T., Saponari,M., Savino,V., Martelli,G.P.",2009-06-01,CN1/1,Marafivirus oleae,Marafivirus,Tymoviridae,ssRNA(+),408,GenBank,,,1,putative movement protein,Italy,Italy,,,,2008-04-03,,,putative movement protein [Olive latent virus 3]
ACN94863,Olive latent virus 3,set:FJ444852,FJ444852,,"Alabdullah,A., Minafra,A., Elbeaino,T., Saponari,M., Savino,V., Martelli,G.P.",2009-06-01,CN1/1,Marafivirus oleae,Marafivirus,Tymoviridae,ssRNA(+),268,GenBank,,,1,coat protein,Italy,Italy,,,,2008-04-03,,,coat protein [Olive latent virus 3]
ACN94864,Olive latent virus 3,set:FJ444852,FJ444852,,"Alabdullah,A., Minafra,A., Elbeaino,T., Saponari,M., Savino,V., Martelli,G.P.",2009-06-01,CN1/1,Marafivirus oleae,Marafivirus,Tymoviridae,ssRNA(+),151,GenBank,,,1,hypothetical protein,Italy,Italy,,,,2008-04-03,,,hypothetical protein [Olive latent virus 3]
ACO06249,Grapevine Syrah virus 1,set:FJ436028,FJ436028,,"Al Rwahnih,M., Daubert,S., Golino,D., Rowhani,A.",2009-03-31,,Marafivirus syrahense,Marafivirus,Tymoviridae,ssRNA(+),2081,GenBank,,,1,putative 230 kDa polyprotein,USA,USA,,Vitis vinifera,,,,,putative 230 kDa polyprotein [Grapevine Syrah virus 1]
ACO06250,Grapevine Syrah virus 1,set:FJ436028,FJ436028,,"Al Rwahnih,M., Daubert,S., Golino,D., Rowhani,A.",2009-03-31,,Marafivirus syrahense,Marafivirus,Tymoviridae,ssRNA(+),267,GenBank,,,1,putative movement protein,USA,USA,,Vitis vinifera,,,,,putative movement protein [Grapevine Syrah virus 1]
ABQ45358,Okra mosaic virus,set:EF554577,EF554577,,"Stephan,D., Siddiqua,M., Ta Hoang,A., Engelmann,J., Winter,S., Maiss,E.",2007-05-22,"PV-0264; available from DSMZ (German collection of microorg. and cell cultures), Braunschweig, Germany",Tymovirus abelmoschi,Tymovirus,Tymoviridae,ssRNA(+),671,GenBank,,,1,putative movement protein,Nigeria,Nigeria,,,,,,,putative movement protein [Okra mosaic virus]
ABQ45359,Okra mosaic virus,set:EF554577,EF554577,,"Stephan,D., Siddiqua,M., Ta Hoang,A., Engelmann,J., Winter,S., Maiss,E.",2007-05-22,"PV-0264; available from DSMZ (German collection of microorg. and cell cultures), Braunschweig, Germany",Tymovirus abelmoschi,Tymovirus,Tymoviridae,ssRNA(+),1816,GenBank,,,1,putative RNA-dependend RNA polymerase,Nigeria,Nigeria,,,,,,,putative RNA-dependend RNA polymerase [Okra mosaic virus]
ABQ45360,Okra mosaic virus,set:EF554577,EF554577,,"Stephan,D., Siddiqua,M., Ta Hoang,A., Engelmann,J., Winter,S., Maiss,E.",2007-05-22,"PV-0264; available from DSMZ (German collection of microorg. and cell cultures), Braunschweig, Germany",Tymovirus abelmoschi,Tymovirus,Tymoviridae,ssRNA(+),188,GenBank,,,1,coat protein,Nigeria,Nigeria,,,,,,,coat protein [Okra mosaic virus]
AAW65469,Dulcamara mottle virus,set:AY789137,AY789137,,"Tzanetakis,I.E., Tsai,C.H., Martin,R.R., Dreher,T.W.",2005-11-01,,Tymovirus dulcamarae,Tymovirus,Tymoviridae,ssRNA(+),576,GenBank,,,1,overlapping protein p62,,,,,,,,,overlapping protein p62 [Dulcamara mottle virus]
AAW65470,Dulcamara mottle virus,set:AY789137,AY789137,,"Tzanetakis,I.E., Tsai,C.H., Martin,R.R., Dreher,T.W.",2005-11-01,,Tymovirus dulcamarae,Tymovirus,Tymoviridae,ssRNA(+),1742,GenBank,,,1,replicase,,,,,,,,,replicase [Dulcamara mottle virus]
AAW65471,Dulcamara mottle virus,set:AY789137,AY789137,,"Tzanetakis,I.E., Tsai,C.H., Martin,R.R., Dreher,T.W.",2005-11-01,,Tymovirus dulcamarae,Tymovirus,Tymoviridae,ssRNA(+),188,GenBank,,,1,coat protein,,,,,,,,,coat protein [Dulcamara mottle virus]
AAW88519,Scrophularia mottle virus,set:AY751777,AY751777,,"Koenig,R., Pleij,C.W., Lesemann,D.E., Loss,S., Vetten,H.J., Pleij,C.W.A., Lesemann,D.-E.",2005-10-23,,Tymovirus scrophulariae,Tymovirus,Tymoviridae,ssRNA(+),617,GenBank,,,1,putative movement protein,,,,,,,,,putative movement protein [Scrophularia mottle virus]
AAW88520,Scrophularia mottle virus,set:AY751777,AY751777,,"Koenig,R., Pleij,C.W., Lesemann,D.E., Loss,S., Vetten,H.J., Pleij,C.W.A., Lesemann,D.-E.",2005-10-23,,Tymovirus scrophulariae,Tymovirus,Tymoviridae,ssRNA(+),1800,GenBank,,,1,polyprotein,,,,,,,,,polyprotein [Scrophularia mottle virus]
AAW88521,Scrophularia mottle virus,set:AY751777,AY751777,,"Koenig,R., Pleij,C.W., Lesemann,D.E., Loss,S., Vetten,H.J., Pleij,C.W.A., Lesemann,D.-E.",2005-10-23,,Tymovirus scrophulariae,Tymovirus,Tymoviridae,ssRNA(+),191,GenBank,,,1,coat protein,,,,,,,,,coat protein [Scrophularia mottle virus]
AAW88525,Plantago mottle virus,set:AY751779,AY751779,,"Koenig,R., Pleij,C.W., Lesemann,D.E., Loss,S., Vetten,H.J., Pleij,C.W.A., Lesemann,D.-E.",2005-10-23,,Tymovirus plantagonis,Tymovirus,Tymoviridae,ssRNA(+),627,GenBank,,,1,putative movement protein,,,,,,,,,putative movement protein [Plantago mottle virus]
AAW88526,Plantago mottle virus,set:AY751779,AY751779,,"Koenig,R., Pleij,C.W., Lesemann,D.E., Loss,S., Vetten,H.J., Pleij,C.W.A., Lesemann,D.-E.",2005-10-23,,Tymovirus plantagonis,Tymovirus,Tymoviridae,ssRNA(+),1805,GenBank,,,1,polyprotein,,,,,,,,,polyprotein [Plantago mottle virus]
AAW88527,Plantago mottle virus,set:AY751779,AY751779,,"Koenig,R., Pleij,C.W., Lesemann,D.E., Loss,S., Vetten,H.J., Pleij,C.W.A., Lesemann,D.-E.",2005-10-23,,Tymovirus plantagonis,Tymovirus,Tymoviridae,ssRNA(+),191,GenBank,,,1,coat protein,,,,,,,,,coat protein [Plantago mottle virus]
AAW88528,Anagyris vein yellowing virus,set:AY751780,AY751780,,"Koenig,R., Pleij,C.W., Lesemann,D.E., Loss,S., Vetten,H.J., Pleij,C.W.A., Lesemann,D.-E.",2005-10-23,,Tymovirus anagyris,Tymovirus,Tymoviridae,ssRNA(+),615,GenBank,,,1,putative movement protein,,,,,,,,,putative movement protein [Anagyris vein yellowing virus]
AAW88529,Anagyris vein yellowing virus,set:AY751780,AY751780,,"Koenig,R., Pleij,C.W., Lesemann,D.E., Loss,S., Vetten,H.J., Pleij,C.W.A., Lesemann,D.-E.",2005-10-23,,Tymovirus anagyris,Tymovirus,Tymoviridae,ssRNA(+),1769,GenBank,,,1,polyprotein,,,,,,,,,polyprotein [Anagyris vein yellowing virus]
AAW88530,Anagyris vein yellowing virus,set:AY751780,AY751780,,"Koenig,R., Pleij,C.W., Lesemann,D.E., Loss,S., Vetten,H.J., Pleij,C.W.A., Lesemann,D.-E.",2005-10-23,,Tymovirus anagyris,Tymovirus,Tymoviridae,ssRNA(+),189,GenBank,,,1,coat protein,,,,,,,,,coat protein [Anagyris vein yellowing virus]
AAW88522,Nemesia ring necrosis virus,set:AY751778,AY751778,,"Koenig,R., Barends,S., Gultyaev,A.P., Lesemann,D.E., Vetten,H.J., Loss,S., Pleij,C.W.",2005-09-21,,Tymovirus nemesiae,Tymovirus,Tymoviridae,ssRNA(+),632,GenBank,,,2,putative movement protein,,,,Nemesia fruticans,,,,,putative movement protein [Nemesia ring necrosis virus]
AAW88523,Nemesia ring necrosis virus,set:AY751778,AY751778,,"Koenig,R., Barends,S., Gultyaev,A.P., Lesemann,D.E., Vetten,H.J., Loss,S., Pleij,C.W.",2005-09-21,,Tymovirus nemesiae,Tymovirus,Tymoviridae,ssRNA(+),1789,GenBank,,,2,polyprotein,,,,Nemesia fruticans,,,,,polyprotein [Nemesia ring necrosis virus]
AAW88524,Nemesia ring necrosis virus,set:AY751778,AY751778,,"Koenig,R., Barends,S., Gultyaev,A.P., Lesemann,D.E., Vetten,H.J., Loss,S., Pleij,C.W.",2005-09-21,,Tymovirus nemesiae,Tymovirus,Tymoviridae,ssRNA(+),192,GenBank,,,2,coat protein,,,,Nemesia fruticans,,,,,coat protein [Nemesia ring necrosis virus]
AAW88343,Citrus sudden death-associated virus,set:AY884005,AY884005,,"Maccheroni,W., Silva,A.C.R., Alegria,M.C., Greggio,C.C., Piazza,J.P., Kamla,R.F., Zacharias,P.R., Bar-Joseph,M., Kitajima,E.W., Assumpcao,L.C., Camarotte,G., Cardozo,J., Casagrande,E.C., Ferrari,F., Franco,S.F., Giachetto,P.F., Girasol,A., Jordao,H. Jr., Silva,V.H., Souza,L.C., Aguilar-Vildoso,C.I., Zanca,A.S., Arruda,P., Kitajima,J.P., Reinach,F.C., Ferro,J.A., da Silva,A.C.",2005-02-16,,Marafivirus citri,Marafivirus,Tymoviridae,ssRNA(+),2188,GenBank,,,1,replicase-associated polyprotein,,,,,,,,,replicase-associated polyprotein [Citrus sudden death-associated virus]
AAW88344,Citrus sudden death-associated virus,set:AY884005,AY884005,,"Maccheroni,W., Silva,A.C.R., Alegria,M.C., Greggio,C.C., Piazza,J.P., Kamla,R.F., Zacharias,P.R., Bar-Joseph,M., Kitajima,E.W., Assumpcao,L.C., Camarotte,G., Cardozo,J., Casagrande,E.C., Ferrari,F., Franco,S.F., Giachetto,P.F., Girasol,A., Jordao,H. Jr., Silva,V.H., Souza,L.C., Aguilar-Vildoso,C.I., Zanca,A.S., Arruda,P., Kitajima,J.P., Reinach,F.C., Ferro,J.A., da Silva,A.C.",2005-02-16,,Marafivirus citri,Marafivirus,Tymoviridae,ssRNA(+),197,GenBank,,,1,21 kDa capsid protein,,,,,,,,,21 kDa capsid protein [Citrus sudden death-associated virus]
AAW88345,Citrus sudden death-associated virus,set:AY884005,AY884005,,"Maccheroni,W., Silva,A.C.R., Alegria,M.C., Greggio,C.C., Piazza,J.P., Kamla,R.F., Zacharias,P.R., Bar-Joseph,M., Kitajima,E.W., Assumpcao,L.C., Camarotte,G., Cardozo,J., Casagrande,E.C., Ferrari,F., Franco,S.F., Giachetto,P.F., Girasol,A., Jordao,H. Jr., Silva,V.H., Souza,L.C., Aguilar-Vildoso,C.I., Zanca,A.S., Arruda,P., Kitajima,J.P., Reinach,F.C., Ferro,J.A., da Silva,A.C.",2005-02-16,,Marafivirus citri,Marafivirus,Tymoviridae,ssRNA(+),154,GenBank,,,1,hypothetical protein,,,,,,,,,hypothetical protein CSDaVgp3 [Citrus sudden death-associated virus]
BAD35017,Bombyx mori latent virus,set:AB186123,AB186123,,"Katsuma,S., Tanaka,S., Omuro,N., Takabuchi,L., Daimon,T., Imanishi,S., Yamashita,S., Iwanaga,M., Mita,K., Maeda,S., Kobayashi,M., Shimada,T.",2004-08-06,,Bombyx mori latent virus,,Tymoviridae,ssRNA(+),1747,GenBank,,,1,RNA-dependent RNA polymerase,Japan,Japan,,Bombyx mori,,,,,RNA-dependent RNA polymerase [Bombyx mori latent virus]
BAD35018,Bombyx mori latent virus,set:AB186123,AB186123,,"Katsuma,S., Tanaka,S., Omuro,N., Takabuchi,L., Daimon,T., Imanishi,S., Yamashita,S., Iwanaga,M., Mita,K., Maeda,S., Kobayashi,M., Shimada,T.",2004-08-06,,Bombyx mori latent virus,,Tymoviridae,ssRNA(+),237,GenBank,,,1,coat protein,Japan,Japan,,Bombyx mori,,,,,coat protein [Bombyx mori latent virus]
CAC84400,Grapevine fleck virus,set:AJ309022,AJ309022,,"Sabanadzovic,S., Ghanem-Sabanadzovic,N.A., Saldarelli,P., Martelli,G.P.",2002-01-04,MT48,Maculavirus vitis,Maculavirus,Tymoviridae,ssRNA(+),1949,GenBank,,,1,replicase,Italy,Italy,,,,,,,replicase [Grapevine fleck virus]
CAC84401,Grapevine fleck virus,set:AJ309022,AJ309022,,"Sabanadzovic,S., Ghanem-Sabanadzovic,N.A., Saldarelli,P., Martelli,G.P.",2002-01-04,MT48,Maculavirus vitis,Maculavirus,Tymoviridae,ssRNA(+),230,GenBank,,,1,coat protein,Italy,Italy,,,,,,,coat protein [Grapevine fleck virus]
CAC84402,Grapevine fleck virus,set:AJ309022,AJ309022,,"Sabanadzovic,S., Ghanem-Sabanadzovic,N.A., Saldarelli,P., Martelli,G.P.",2002-01-04,MT48,Maculavirus vitis,Maculavirus,Tymoviridae,ssRNA(+),309,GenBank,,,1,hypothetical protein,Italy,Italy,,,,,,,hypothetical protein [Grapevine fleck virus]
CAC84403,Grapevine fleck virus,set:AJ309022,AJ309022,,"Sabanadzovic,S., Ghanem-Sabanadzovic,N.A., Saldarelli,P., Martelli,G.P.",2002-01-04,MT48,Maculavirus vitis,Maculavirus,Tymoviridae,ssRNA(+),157,GenBank,,,1,hypothetical protein,Italy,Italy,,,,,,,hypothetical protein [Grapevine fleck virus]
AAK52838,Maize rayado fino virus,set:AF265566,AF265566,,"Hammond,R.W., Ramirez,P., Tousignant,M.",2001-05-14,Costa Rican,Marafivirus maydis,Marafivirus,Tymoviridae,ssRNA(+),2028,GenBank,,,1,polyprotein,,,,,,,,,polyprotein [Maize rayado fino virus]
AAK52839,Maize rayado fino virus,set:AF265566,AF265566,,"Hammond,R.W., Ramirez,P., Tousignant,M.",2001-05-14,Costa Rican,Marafivirus maydis,Marafivirus,Tymoviridae,ssRNA(+),420,GenBank,,,1,putative movement protein,,,,,,,,,putative movement protein [Maize rayado fino virus]
CAB70969,Poinsettia mosaic virus,set:AJ271595,AJ271595,,"Bradel,B.G., Preil,W., Jeske,H.",2000-01-28,,Poinsettia mosaic virus,,Tymoviridae,ssRNA(+),1987,GenBank,,,1,replicase-associated protein,,,,,,,,,replicase-associated protein [Poinsettia mosaic virus]
CAB70970,Poinsettia mosaic virus,set:AJ271595,AJ271595,,"Bradel,B.G., Preil,W., Jeske,H.",2000-01-28,,Poinsettia mosaic virus,,Tymoviridae,ssRNA(+),200,GenBank,,,1,coat protein,,,,,,,,,coat protein [Poinsettia mosaic virus]
AAF09239,Chayote mosaic virus,set:AF195000,AF195000,,"Bernal,J.J., Jimenez,I., Moreno,M., Moreira,L., Rivera,C., Rodriguez-Cerezo,E.",1999-11-21,,Tymovirus chayotis,Tymovirus,Tymoviridae,ssRNA(+),680,GenBank,,,,overlapping protein,,,,,,,,,overlapping protein [Chayote mosaic virus]
AAF09240,Chayote mosaic virus,set:AF195000,AF195000,,"Bernal,J.J., Jimenez,I., Moreno,M., Moreira,L., Rivera,C., Rodriguez-Cerezo,E.",1999-11-21,,Tymovirus chayotis,Tymovirus,Tymoviridae,ssRNA(+),1835,GenBank,,,,replication protein,,,,,,,,,replication protein [Chayote mosaic virus]
AAF09241,Chayote mosaic virus,set:AF195000,AF195000,,"Bernal,J.J., Jimenez,I., Moreno,M., Moreira,L., Rivera,C., Rodriguez-Cerezo,E.",1999-11-21,,Tymovirus chayotis,Tymovirus,Tymoviridae,ssRNA(+),191,GenBank,,,,virion protein,,,,,,,,,virion protein [Chayote mosaic virus]
AAC80554,Erysimum latent virus,set:AF098523,AF098523,,"Srifah,P., Keese,P., Weiller,G., Gibbs,A., Mackenzie,A.M., Gibbs,A.J.",1998-11-19,,Tymovirus erysimi,Tymovirus,Tymoviridae,ssRNA(+),440,GenBank,,,1,overlapping protein,,,,,,,,,overlapping protein [Erysimum latent virus]
AAC80555,Erysimum latent virus,set:AF098523,AF098523,,"Srifah,P., Keese,P., Weiller,G., Gibbs,A., Mackenzie,A.M., Gibbs,A.J.",1998-11-19,,Tymovirus erysimi,Tymovirus,Tymoviridae,ssRNA(+),1748,GenBank,,,1,replicase protein,,,,,,,,,replicase protein [Erysimum latent virus]
AAC80556,Erysimum latent virus,set:AF098523,AF098523,,"Srifah,P., Keese,P., Weiller,G., Gibbs,A., Mackenzie,A.M., Gibbs,A.J.",1998-11-19,,Tymovirus erysimi,Tymovirus,Tymoviridae,ssRNA(+),202,GenBank,,,1,virion protein,,,,,,,,,virion protein [Erysimum latent virus]
