Accession,Organism_Name,Assembly,Nucleotide,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,GenBank_RefSeq,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
QZU27245,Wheat white spike virus,,MZ703101,,"Pereira,F.S., Stempkowski,L.A., Fajardo,T.M., Junior,A.N., Lau,D., Mar,T.B., Nascimento,S.C., Bogo,A., Casa,R.T., Silva,F.N.",2021-09-07,BR:PG10:18,Wheat white spike virus,Tenuivirus,Phenuiviridae,ssRNA(-),347,GenBank,,RNA 5,,hydrophilic protein,Brazil,Brazil,,Triticum aestivum,,2018,,,hydrophilic protein [Wheat white spike virus]
BCT55140,Toyo virus,,LC618931,,"Kobayashi,D., Kuwata,R., Kimura,T., Faizah,A.N., Higa,Y., Hayashi,T., Sawabe,K., Isawa,H.",2021-09-04,,Toyo virus,Uukuvirus,Phenuiviridae,RNA,2058,GenBank,,L,1,RNA-dependent RNA polymerase,"Japan: Ehime, Imabari",Japan,,Haemaphysalis formosensis,,2020-03-13,,,"RNA-dependent RNA polymerase, partial [Toyo virus]"
BCT55141,Toyo virus,,LC618932,,"Kobayashi,D., Kuwata,R., Kimura,T., Faizah,A.N., Higa,Y., Hayashi,T., Sawabe,K., Isawa,H.",2021-09-04,,Toyo virus,Uukuvirus,Phenuiviridae,RNA,1005,GenBank,,M,1,envelope glycoprotein,"Japan: Ehime, Imabari",Japan,,Haemaphysalis formosensis,,2020-03-13,,,envelope glycoprotein [Toyo virus]
BCT55142,Toyo virus,,LC618933,,"Kobayashi,D., Kuwata,R., Kimura,T., Faizah,A.N., Higa,Y., Hayashi,T., Sawabe,K., Isawa,H.",2021-09-04,,Toyo virus,Uukuvirus,Phenuiviridae,RNA,249,GenBank,,S,1,nucleocapsid protein,"Japan: Ehime, Imabari",Japan,,Haemaphysalis formosensis,,2020-03-13,,,nucleocapsid protein [Toyo virus]
BCT55143,Toyo virus,,LC618933,,"Kobayashi,D., Kuwata,R., Kimura,T., Faizah,A.N., Higa,Y., Hayashi,T., Sawabe,K., Isawa,H.",2021-09-04,,Toyo virus,Uukuvirus,Phenuiviridae,RNA,261,GenBank,,S,1,nonstructural protein,"Japan: Ehime, Imabari",Japan,,Haemaphysalis formosensis,,2020-03-13,,,nonstructural protein [Toyo virus]
CAG7465164,Fermo virus,,OU230765,,"Calzolari,M.",2021-07-18,,Fermo virus,Phlebovirus,Phenuiviridae,ssRNA(+/-),2097,GenBank,,L,,RdRp,Italy,Italy,,Phlebotomus,,2018,,PRJEB45037,"RdRp, partial [Fermo virus]"
CAG7465169,Fermo virus,,OU230766,,"Calzolari,M.",2021-07-18,,Fermo virus,Phlebovirus,Phenuiviridae,ssRNA(+/-),1337,GenBank,,M,,polyprotein,Italy,Italy,,Phlebotomus,,2018,,PRJEB45037,"polyprotein, partial [Fermo virus]"
CAG7465172,Fermo virus,,OU230767,,"Calzolari,M.",2021-07-18,,Fermo virus,Phlebovirus,Phenuiviridae,ssRNA(+/-),259,GenBank,,S,,N,Italy,Italy,,Phlebotomus,,2018,,PRJEB45037,"N, partial [Fermo virus]"
QWQ49838,Festuca stripe-associated virus,,MW678790,,"Gaafar,Y.Z.A., Rabenstein,F., Zia,A., Gaafar,A.-R.Z.A., Ziebell,H.",2021-06-19,JKI ID 34091,Festuca stripe-associated virus,Tenuivirus,Phenuiviridae,ssRNA(-),2921,GenBank,,RNA1,,putative RNA-dependent RNA polymerase,Germany,Germany,,Festuca,,2013,,,putative RNA-dependent RNA polymerase [Festuca stripe-associated virus]
QWQ49839,Festuca stripe-associated virus,,MW678791,,"Gaafar,Y.Z.A., Rabenstein,F., Zia,A., Gaafar,A.-R.Z.A., Ziebell,H.",2021-06-19,JKI ID 34091,Festuca stripe-associated virus,Tenuivirus,Phenuiviridae,ssRNA(-),202,GenBank,,RNA2,,putative protein NSv2,Germany,Germany,,Festuca,,2013,,,putative protein NSv2 [Festuca stripe-associated virus]
QWQ49840,Festuca stripe-associated virus,,MW678791,,"Gaafar,Y.Z.A., Rabenstein,F., Zia,A., Gaafar,A.-R.Z.A., Ziebell,H.",2021-06-19,JKI ID 34091,Festuca stripe-associated virus,Tenuivirus,Phenuiviridae,ssRNA(-),834,GenBank,,RNA2,,putative glycoprotein,Germany,Germany,,Festuca,,2013,,,putative glycoprotein [Festuca stripe-associated virus]
QWQ49841,Festuca stripe-associated virus,,MW678792,,"Gaafar,Y.Z.A., Rabenstein,F., Zia,A., Gaafar,A.-R.Z.A., Ziebell,H.",2021-06-19,JKI ID 34091,Festuca stripe-associated virus,Tenuivirus,Phenuiviridae,ssRNA(-),203,GenBank,,RNA3,,putative protein NSv3,Germany,Germany,,Festuca,,2013,,,putative protein NSv3 [Festuca stripe-associated virus]
QWQ49842,Festuca stripe-associated virus,,MW678792,,"Gaafar,Y.Z.A., Rabenstein,F., Zia,A., Gaafar,A.-R.Z.A., Ziebell,H.",2021-06-19,JKI ID 34091,Festuca stripe-associated virus,Tenuivirus,Phenuiviridae,ssRNA(-),333,GenBank,,RNA3,,putative nucleocapsid protein,Germany,Germany,,Festuca,,2013,,,putative nucleocapsid protein [Festuca stripe-associated virus]
QWQ49843,Festuca stripe-associated virus,,MW678793,,"Gaafar,Y.Z.A., Rabenstein,F., Zia,A., Gaafar,A.-R.Z.A., Ziebell,H.",2021-06-19,JKI ID 34091,Festuca stripe-associated virus,Tenuivirus,Phenuiviridae,ssRNA(-),174,GenBank,,RNA4,,putative protein NSv4,Germany,Germany,,Festuca,,2013,,,putative protein NSv4 [Festuca stripe-associated virus]
QWQ49844,Festuca stripe-associated virus,,MW678793,,"Gaafar,Y.Z.A., Rabenstein,F., Zia,A., Gaafar,A.-R.Z.A., Ziebell,H.",2021-06-19,JKI ID 34091,Festuca stripe-associated virus,Tenuivirus,Phenuiviridae,ssRNA(-),284,GenBank,,RNA4,,putative cell-to-cell movement protein,Germany,Germany,,Festuca,,2013,,,putative cell-to-cell movement protein [Festuca stripe-associated virus]
QVU28732,Yunnan Paris negative-stranded virus,,MT269667,,"Zhao,M., Wen,G., Chen,Z., Wang,Z.",2021-05-30,WS,Yunnan Paris negative-stranded virus,,,ssRNA(-),2181,GenBank,,RNA1,,RNA-dependent RNA polymerase,China,China,,Paris polyphylla,,2016-08-05,,,RNA-dependent RNA polymerase [Yunnan Paris negative-stranded virus]
QVU28733,Yunnan Paris negative-stranded virus,,MT269668,,"Zhao,M., Wen,G., Chen,Z., Wang,Z.",2021-05-30,WS,Yunnan Paris negative-stranded virus,,,ssRNA(-),406,GenBank,,RNA2,,putative movement protein,China,China,,Paris polyphylla,,2016-08-05,,,putative movement protein [Yunnan Paris negative-stranded virus]
QVU28734,Yunnan Paris negative-stranded virus,,MT269668,,"Zhao,M., Wen,G., Chen,Z., Wang,Z.",2021-05-30,WS,Yunnan Paris negative-stranded virus,,,ssRNA(-),345,GenBank,,RNA2,,nucleocapsid protein,China,China,,Paris polyphylla,,2016-08-05,,,nucleocapsid protein [Yunnan Paris negative-stranded virus]
QVG74815,Hedi virus,,MW368831,,"Xu,Z., Fan,N., Hou,X., Wang,J., Fu,S., Song,J., Shi,M., Liang,G., Wang,H.",2021-05-18,,Hedi virus,Phlebovirus,Phenuiviridae,ssRNA(+/-),2093,GenBank,,L,1,polymerase,China,China,,Diptera,,2018,,,polymerase [Hedi virus]
QVG74816,Hedi virus,,MW368832,,"Xu,Z., Fan,N., Hou,X., Wang,J., Fu,S., Song,J., Shi,M., Liang,G., Wang,H.",2021-05-18,,Hedi virus,Phlebovirus,Phenuiviridae,ssRNA(+/-),1386,GenBank,,M,1,membrane glycoprotein,China,China,,Diptera,,2018,,,membrane glycoprotein [Hedi virus]
QVG74817,Hedi virus,,MW368833,,"Xu,Z., Fan,N., Hou,X., Wang,J., Fu,S., Song,J., Shi,M., Liang,G., Wang,H.",2021-05-18,,Hedi virus,Phlebovirus,Phenuiviridae,ssRNA(+/-),247,GenBank,,S,1,nucleocapsid protein,China,China,,Diptera,,2018,,,nucleocapsid protein [Hedi virus]
QVG74818,Hedi virus,,MW368833,,"Xu,Z., Fan,N., Hou,X., Wang,J., Fu,S., Song,J., Shi,M., Liang,G., Wang,H.",2021-05-18,,Hedi virus,Phlebovirus,Phenuiviridae,ssRNA(+/-),286,GenBank,,S,1,nonstructural protein,China,China,,Diptera,,2018,,,nonstructural protein [Hedi virus]
QVE55493,Watermelon crinkle leaf-associated virus 1,,MW751424,,"Zhang,S., Tian,X., Navarro,B., Di Serio,F., Cao,M.",2021-05-17,KF-1,Watermelon crinkle leaf-associated virus 1,Coguvirus,Phenuiviridae,ssRNA(-),386,GenBank,,RNA2,,putative movement protein,China,China,,Citrullus lanatus,,2015-07-14,,,putative movement protein [Watermelon crinkle leaf-associated virus 1]
QVE55494,Watermelon crinkle leaf-associated virus 1,,MW751424,,"Zhang,S., Tian,X., Navarro,B., Di Serio,F., Cao,M.",2021-05-17,KF-1,Watermelon crinkle leaf-associated virus 1,Coguvirus,Phenuiviridae,ssRNA(-),347,GenBank,,RNA2,,putative nucleocapsid,China,China,,Citrullus lanatus,,2015-07-14,,,putative nucleocapsid [Watermelon crinkle leaf-associated virus 1]
QVE55495,Watermelon crinkle leaf-associated virus 2,,MW751425,,"Zhang,S., Tian,X., Navarro,B., Di Serio,F., Cao,M.",2021-05-17,KF-15,Watermelon crinkle leaf-associated virus 2,Coguvirus,Phenuiviridae,ssRNA(-),403,GenBank,,RNA2,,putative movement protein,China,China,,Citrullus lanatus,,2016-06-02,,,putative movement protein [Watermelon crinkle leaf-associated virus 2]
QVE55496,Watermelon crinkle leaf-associated virus 2,,MW751425,,"Zhang,S., Tian,X., Navarro,B., Di Serio,F., Cao,M.",2021-05-17,KF-15,Watermelon crinkle leaf-associated virus 2,Coguvirus,Phenuiviridae,ssRNA(-),346,GenBank,,RNA2,,putative nucleocapsid,China,China,,Citrullus lanatus,,2016-06-02,,,putative nucleocapsid [Watermelon crinkle leaf-associated virus 2]
QVE55497,Watermelon crinkle leaf-associated virus 1,,MW842780,,"Zhang,S., Tian,X., Navarro,B., Di Serio,F., Cao,M.",2021-05-17,KF-1,Watermelon crinkle leaf-associated virus 1,Coguvirus,Phenuiviridae,ssRNA(-),2182,GenBank,,RNA1,,putative RNA-dependent RNA polymerase,China,China,,Citrullus lanatus,,2015-07-14,,,putative RNA-dependent RNA polymerase [Watermelon crinkle leaf-associated virus 1]
QVE55498,Watermelon crinkle leaf-associated virus 2,,MW842781,,"Zhang,S., Tian,X., Navarro,B., Di Serio,F., Cao,M.",2021-05-17,KF-15,Watermelon crinkle leaf-associated virus 2,Coguvirus,Phenuiviridae,ssRNA(-),2198,GenBank,,RNA1,,putative RNA-dependent RNA polymerase,China,China,,Citrullus lanatus,,2016-06-02,,,putative RNA-dependent RNA polymerase [Watermelon crinkle leaf-associated virus 2]
QJT73691,Botrytis cinerea bocivirus 1,,MN617079,,"Ruiz-Padilla,A., Rodriguez-Romero,J., Gomez-Cid,I., Pacifico,D., Ayllon,M.A., Chiapello,M., Turina,M.",2021-04-08,BCS14_DN413,Botrytis cinerea bocivirus 1,,,RNA,356,GenBank,,3,1,capsid protein,Spain,Spain,,Botrytis cinerea,,2018,,,capsid protein [Botrytis cinerea bocivirus 1]
QJT73692,Botrytis cinerea bocivirus 1,,MN617080,,"Ruiz-Padilla,A., Rodriguez-Romero,J., Gomez-Cid,I., Pacifico,D., Ayllon,M.A., Chiapello,M., Turina,M.",2021-04-08,BCS14_DN413,Botrytis cinerea bocivirus 1,,,RNA,470,GenBank,,2,1,movement protein,Spain,Spain,,Botrytis cinerea,,2018,,,movement protein [Botrytis cinerea bocivirus 1]
QJT73693,Botrytis cinerea bocivirus 1,,MN617081,,"Ruiz-Padilla,A., Rodriguez-Romero,J., Gomez-Cid,I., Pacifico,D., Ayllon,M.A., Chiapello,M., Turina,M.",2021-04-08,BCS14_DN413,Botrytis cinerea bocivirus 1,,,RNA,2211,GenBank,,1,1,RNA-dependent RNA polymerase,Spain,Spain,,Botrytis cinerea,,2018,,,RNA-dependent RNA polymerase [Botrytis cinerea bocivirus 1]
QRK69416,Solenopsis invicta virus 14,,MT860240,,"Xavier,C.A.D., Allen,M.L., Whitfield,A.E.",2021-02-10,B:Missipi,Solenopsis invicta virus 14,,,RNA,2909,GenBank,,RNA1,,RNA-dpendent RNA polymerase,USA,USA,,Solenopsis invicta,,2016-03,,,RNA-dpendent RNA polymerase [Solenopsis invicta virus 14]
QRK69424,Solenopsis invicta virus 14,,MT860248,,"Xavier,C.A.D., Allen,M.L., Whitfield,A.E.",2021-02-10,B:Missipi,Solenopsis invicta virus 14,,,RNA,695,GenBank,,RNA2,,glycoprotein,USA,USA,,Solenopsis invicta,,2016-03,,,glycoprotein [Solenopsis invicta virus 14]
QRK69432,Solenopsis invicta virus 14,,MT860256,,"Xavier,C.A.D., Allen,M.L., Whitfield,A.E.",2021-02-10,B:Missipi,Solenopsis invicta virus 14,,,RNA,306,GenBank,,RNA3,,nucleocapsid,USA,USA,,Solenopsis invicta,,2016-03,,,nucleocapsid [Solenopsis invicta virus 14]
QPN53427,Mourilyan virus,,MT249221,,"Cowley,J.A.",2020-12-13,,Wenrivirus penaei,Wenrivirus,Phenuiviridae,ssRNA(-),246,GenBank,,S1,1,N protein,Australia: North Queensland,Australia,,Penaeus monodon,,1997,,,N protein [Mourilyan virus]
QPN53433,Mourilyan virus,,MT241517,,"Cowley,J.A.",2020-12-13,,Wenrivirus penaei,Wenrivirus,Phenuiviridae,ssRNA(-),2051,GenBank,,L,1,RNA-dependent RNA polymerase,Australia,Australia,,Penaeus monodon,,1997,,,RNA-dependent RNA polymerase [Mourilyan virus]
QPN53434,Mourilyan virus,,MT241518,,"Cowley,J.A.",2020-12-13,,Wenrivirus penaei,Wenrivirus,Phenuiviridae,ssRNA(-),907,GenBank,,M,1,G1-G2 glycoprotein precursor,Australia,Australia,,Penaeus monodon,,1997,,,G1-G2 glycoprotein precursor [Mourilyan virus]
QPN53435,Mourilyan virus,,MT241519,,"Cowley,J.A.",2020-12-13,,Wenrivirus penaei,Wenrivirus,Phenuiviridae,ssRNA(-),394,GenBank,,S2,1,NSs2 non-structural protein,Australia,Australia,,Penaeus monodon,,1997,,,NSs2 non-structural protein [Mourilyan virus]
QNQ79763,Euproctis pseudoconspersa bunyavirus,,MN752229,,"Wang,X.",2020-09-15,,Euproctis pseudoconspersa bunyavirus,,,RNA,2223,GenBank,,,,putative RNA-dependent RNA-polymerase,China,China,,Euproctis pseudoconspersa,,2017-05-15,,,putative RNA-dependent RNA-polymerase [Euproctis pseudoconspersa bunyavirus]
QNQ79764,Euproctis pseudoconspersa bunyavirus,,MN752230,,"Wang,X.",2020-09-15,,Euproctis pseudoconspersa bunyavirus,,,RNA,744,GenBank,,,,glycoprotein precursor,China,China,,Euproctis pseudoconspersa,,2017-05-15,,,glycoprotein precursor [Euproctis pseudoconspersa bunyavirus]
QNQ79765,Euproctis pseudoconspersa bunyavirus,,MN752231,,"Wang,X.",2020-09-15,,Euproctis pseudoconspersa bunyavirus,,,RNA,359,GenBank,,,,nucleocapsid protein,China,China,,Euproctis pseudoconspersa,,2017-05-15,,,nucleocapsid protein [Euproctis pseudoconspersa bunyavirus]
QNJ99600,Embossos virus,,MT270825,,"Marklewitz,M., Tchouassi,D.P., Hieke,C., Heyde,V., Torto,B., Sang,R., Junglen,S., Veith,T., Jones,T.C.",2020-08-31,,Phlebovirus embossosense,Phlebovirus,Phenuiviridae,ssRNA(+/-),2090,GenBank,,L,,RNA-dependent RNA polymerase,Kenya,Kenya,,Phlebotominae,,2016,,,RNA-dependent RNA polymerase [Embossos virus]
QNJ99601,Embossos virus,,MT270826,,"Marklewitz,M., Tchouassi,D.P., Hieke,C., Heyde,V., Torto,B., Sang,R., Junglen,S., Veith,T., Jones,T.C.",2020-08-31,,Phlebovirus embossosense,Phlebovirus,Phenuiviridae,ssRNA(+/-),1323,GenBank,,M,,glycoprotein precursor,Kenya,Kenya,,Phlebotominae,,2016,,,glycoprotein precursor [Embossos virus]
