Accession,Organism_Name,Assembly,Nucleotide,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,GenBank_RefSeq,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
WGC86348,Bat tupavirus BS2,,OQ709184,SRR23263261,"Wang,J., Pan,Y.-F., Yang,L.-F., Yang,W.-H., Luo,C.-M., Kuang,G.-P., Wu,W.-C., Gou,Q.-Y., Xin,G.-Y., Li,B., Luo,H.-L., Chen,Y.-Q., Shu,Y.-L., Guo,D., Gao,Z.-H., Liang,G.-D., Li,J., Holmes,E.C., Feng,Y., Shi,M.",2023-04-19,BtTV/AsBS02,Bat tupavirus BS2,Tupavirus,Rhabdoviridae,ssRNA(-),533,GenBank,,,,glycoprotein,China: Yunnan,China,,Aselliscus stoliczkanus,,2017,SAMN32950855,PRJNA929070,MAG: glycoprotein [Bat tupavirus BS2]
WGC86349,Bat tupavirus BS2,,OQ709184,SRR23263261,"Wang,J., Pan,Y.-F., Yang,L.-F., Yang,W.-H., Luo,C.-M., Kuang,G.-P., Wu,W.-C., Gou,Q.-Y., Xin,G.-Y., Li,B., Luo,H.-L., Chen,Y.-Q., Shu,Y.-L., Guo,D., Gao,Z.-H., Liang,G.-D., Li,J., Holmes,E.C., Feng,Y., Shi,M.",2023-04-19,BtTV/AsBS02,Bat tupavirus BS2,Tupavirus,Rhabdoviridae,ssRNA(-),2107,GenBank,,,,RNA polymerase,China: Yunnan,China,,Aselliscus stoliczkanus,,2017,SAMN32950855,PRJNA929070,MAG: RNA polymerase [Bat tupavirus BS2]
WEG19320,Cytorhabdovirus sp.,,ON762421,,"Wu,Y.",2023-03-14,SWU-X,Cytorhabdovirus sp.,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),433,GenBank,,,,nucleocapsid protein,China,China,,Rosa,,,,,nucleocapsid protein [Cytorhabdovirus sp.]
WEG19321,Cytorhabdovirus sp.,,ON762421,,"Wu,Y.",2023-03-14,SWU-X,Cytorhabdovirus sp.,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),416,GenBank,,,,phosphoprotein,China,China,,Rosa,,,,,phosphoprotein [Cytorhabdovirus sp.]
WEG19322,Cytorhabdovirus sp.,,ON762421,,"Wu,Y.",2023-03-14,SWU-X,Cytorhabdovirus sp.,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),269,GenBank,,,,putative P3 protein,China,China,,Rosa,,,,,putative P3 protein [Cytorhabdovirus sp.]
WEG19323,Cytorhabdovirus sp.,,ON762421,,"Wu,Y.",2023-03-14,SWU-X,Cytorhabdovirus sp.,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),196,GenBank,,,,putative P4 protein,China,China,,Rosa,,,,,putative P4 protein [Cytorhabdovirus sp.]
WEG19324,Cytorhabdovirus sp.,,ON762421,,"Wu,Y.",2023-03-14,SWU-X,Cytorhabdovirus sp.,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),195,GenBank,,,,matrix protein,China,China,,Rosa,,,,,matrix protein [Cytorhabdovirus sp.]
WEG19325,Cytorhabdovirus sp.,,ON762421,,"Wu,Y.",2023-03-14,SWU-X,Cytorhabdovirus sp.,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),585,GenBank,,,,glycotrotein,China,China,,Rosa,,,,,glycotrotein [Cytorhabdovirus sp.]
WEG19326,Cytorhabdovirus sp.,,ON762421,,"Wu,Y.",2023-03-14,SWU-X,Cytorhabdovirus sp.,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),150,GenBank,,,,putative P7 protein,China,China,,Rosa,,,,,putative P7 protein [Cytorhabdovirus sp.]
WEG19327,Cytorhabdovirus sp.,,ON762421,,"Wu,Y.",2023-03-14,SWU-X,Cytorhabdovirus sp.,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),2231,GenBank,,,,RNA-dependent RNA polymerase,China,China,,Rosa,,,,,RNA-dependent RNA polymerase [Cytorhabdovirus sp.]
WDX47926,Mejal virus,,MW798173,,"Ramirez-Martinez,M.M., Bennett,A.J., Dunn,C.D., Yuill,T.M., Goldberg,T.L., Bennet,A.J.",2023-03-01,JAL10,Vesiculovirus mejal,Vesiculovirus,Rhabdoviridae,ssRNA(-),223,GenBank,,,1,matrix protein,Mexico,Mexico,,Trichobius sp.,,2018-02-17,,,matrix protein [Mejal virus]
CAI6378856,Cytorhabdovirus tiliae,,OX411436,ERR10671208,"Kopke,K.",2023-01-20,E54634,Cytorhabdovirus tiliae,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),543,GenBank,,,,putative nucleocapsid,Germany,Germany,,Tilia cordata,,2015-07-28,SAMEA112240264,PRJEB57650,putative nucleocapsid [Cytorhabdovirus tiliae]
CAI6378886,Cytorhabdovirus tiliae,,OX411436,ERR10671208,"Kopke,K.",2023-01-20,E54634,Cytorhabdovirus tiliae,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),307,GenBank,,,,putative phosphoprotein,Germany,Germany,,Tilia cordata,,2015-07-28,SAMEA112240264,PRJEB57650,putative phosphoprotein [Cytorhabdovirus tiliae]
CAI6378916,Cytorhabdovirus tiliae,,OX411436,ERR10671208,"Kopke,K.",2023-01-20,E54634,Cytorhabdovirus tiliae,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),202,GenBank,,,,putative P3,Germany,Germany,,Tilia cordata,,2015-07-28,SAMEA112240264,PRJEB57650,putative P3 [Cytorhabdovirus tiliae]
CAI6378952,Cytorhabdovirus tiliae,,OX411436,ERR10671208,"Kopke,K.",2023-01-20,E54634,Cytorhabdovirus tiliae,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),205,GenBank,,,,putative matrix protein,Germany,Germany,,Tilia cordata,,2015-07-28,SAMEA112240264,PRJEB57650,putative matrix protein [Cytorhabdovirus tiliae]
CAI6378985,Cytorhabdovirus tiliae,,OX411436,ERR10671208,"Kopke,K.",2023-01-20,E54634,Cytorhabdovirus tiliae,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),554,GenBank,,,,putative glycoprotein,Germany,Germany,,Tilia cordata,,2015-07-28,SAMEA112240264,PRJEB57650,putative glycoprotein [Cytorhabdovirus tiliae]
CAI6379015,Cytorhabdovirus tiliae,,OX411436,ERR10671208,"Kopke,K.",2023-01-20,E54634,Cytorhabdovirus tiliae,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),70,GenBank,,,,putative P6,Germany,Germany,,Tilia cordata,,2015-07-28,SAMEA112240264,PRJEB57650,putative P6 [Cytorhabdovirus tiliae]
CAI6379025,Cytorhabdovirus tiliae,,OX411436,ERR10671208,"Kopke,K.",2023-01-20,E54634,Cytorhabdovirus tiliae,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),76,GenBank,,,,putative P6',Germany,Germany,,Tilia cordata,,2015-07-28,SAMEA112240264,PRJEB57650,putative P6' [Cytorhabdovirus tiliae]
CAI6379056,Cytorhabdovirus tiliae,,OX411436,ERR10671208,"Kopke,K.",2023-01-20,E54634,Cytorhabdovirus tiliae,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),2146,GenBank,,,,putative L,Germany,Germany,,Tilia cordata,,2015-07-28,SAMEA112240264,PRJEB57650,putative L [Cytorhabdovirus tiliae]
WAB68503,Daphne virus 1,,OP180101,,"Belete,M.T., Kim,S.E., Igori,D., Ahn,J.K., Seo,H.K., Park,Y.C., Moon,J.S.",2023-01-03,SK,Daphne virus 1,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),346,GenBank,,,,movement protein,South Korea,South Korea,,Daphne odora,,2021-04-24,,,movement protein [Daphne virus 1]
WAB68504,Daphne virus 1,,OP180101,,"Belete,M.T., Kim,S.E., Igori,D., Ahn,J.K., Seo,H.K., Park,Y.C., Moon,J.S.",2023-01-03,SK,Daphne virus 1,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),172,GenBank,,,,matrix protein,South Korea,South Korea,,Daphne odora,,2021-04-24,,,matrix protein [Daphne virus 1]
WAB68505,Daphne virus 1,,OP180101,,"Belete,M.T., Kim,S.E., Igori,D., Ahn,J.K., Seo,H.K., Park,Y.C., Moon,J.S.",2023-01-03,SK,Daphne virus 1,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),551,GenBank,,,,glycoprotein,South Korea,South Korea,,Daphne odora,,2021-04-24,,,glycoprotein [Daphne virus 1]
WAB68506,Daphne virus 1,,OP180101,,"Belete,M.T., Kim,S.E., Igori,D., Ahn,J.K., Seo,H.K., Park,Y.C., Moon,J.S.",2023-01-03,SK,Daphne virus 1,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),2090,GenBank,,,,polymerase,South Korea,South Korea,,Daphne odora,,2021-04-24,,,polymerase [Daphne virus 1]
WAB68507,Daphne virus 1,,OP180101,,"Belete,M.T., Kim,S.E., Igori,D., Ahn,J.K., Seo,H.K., Park,Y.C., Moon,J.S.",2023-01-03,SK,Daphne virus 1,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),447,GenBank,,,,nucleocapsid protein,South Korea,South Korea,,Daphne odora,,2021-04-24,,,nucleocapsid protein [Daphne virus 1]
WAB68508,Daphne virus 1,,OP180101,,"Belete,M.T., Kim,S.E., Igori,D., Ahn,J.K., Seo,H.K., Park,Y.C., Moon,J.S.",2023-01-03,SK,Daphne virus 1,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),293,GenBank,,,,phosphoprotein,South Korea,South Korea,,Daphne odora,,2021-04-24,,,phosphoprotein [Daphne virus 1]
WAB68509,Daphne virus 1,,OP180101,,"Belete,M.T., Kim,S.E., Igori,D., Ahn,J.K., Seo,H.K., Park,Y.C., Moon,J.S.",2023-01-03,SK,Daphne virus 1,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),92,GenBank,,,,P' accessory protein,South Korea,South Korea,,Daphne odora,,2021-04-24,,,P' accessory protein [Daphne virus 1]
WAD86929,Tupavirus sp.,,OL774829,,"Ashraf,S., Love,H., Burton,C., Carmichael,S., Filipe,A.D., Roddy,S., Smollett,K., Summers,S., Tong,L., Richards,K.S., Thomson,E.C.",2022-12-10,,Tupavirus sp.,Tupavirus,Rhabdoviridae,ssRNA(-),431,GenBank,,,,nucleoprotein,Kenya,Kenya,,Dasymys incomtus,,1975,,,nucleoprotein [Tupavirus sp.]
WAD86930,Tupavirus sp.,,OL774829,,"Ashraf,S., Love,H., Burton,C., Carmichael,S., Filipe,A.D., Roddy,S., Smollett,K., Summers,S., Tong,L., Richards,K.S., Thomson,E.C.",2022-12-10,,Tupavirus sp.,Tupavirus,Rhabdoviridae,ssRNA(-),272,GenBank,,,,phosphoprotein,Kenya,Kenya,,Dasymys incomtus,,1975,,,phosphoprotein [Tupavirus sp.]
WAD86931,Tupavirus sp.,,OL774829,,"Ashraf,S., Love,H., Burton,C., Carmichael,S., Filipe,A.D., Roddy,S., Smollett,K., Summers,S., Tong,L., Richards,K.S., Thomson,E.C.",2022-12-10,,Tupavirus sp.,Tupavirus,Rhabdoviridae,ssRNA(-),203,GenBank,,,,matrix,Kenya,Kenya,,Dasymys incomtus,,1975,,,matrix [Tupavirus sp.]
WAD86932,Tupavirus sp.,,OL774829,,"Ashraf,S., Love,H., Burton,C., Carmichael,S., Filipe,A.D., Roddy,S., Smollett,K., Summers,S., Tong,L., Richards,K.S., Thomson,E.C.",2022-12-10,,Tupavirus sp.,Tupavirus,Rhabdoviridae,ssRNA(-),92,GenBank,,,,hypothetical protein,Kenya,Kenya,,Dasymys incomtus,,1975,,,hypothetical protein [Tupavirus sp.]
WAD86933,Tupavirus sp.,,OL774829,,"Ashraf,S., Love,H., Burton,C., Carmichael,S., Filipe,A.D., Roddy,S., Smollett,K., Summers,S., Tong,L., Richards,K.S., Thomson,E.C.",2022-12-10,,Tupavirus sp.,Tupavirus,Rhabdoviridae,ssRNA(-),537,GenBank,,,,glycoprotein,Kenya,Kenya,,Dasymys incomtus,,1975,,,glycoprotein [Tupavirus sp.]
WAD86934,Tupavirus sp.,,OL774829,,"Ashraf,S., Love,H., Burton,C., Carmichael,S., Filipe,A.D., Roddy,S., Smollett,K., Summers,S., Tong,L., Richards,K.S., Thomson,E.C.",2022-12-10,,Tupavirus sp.,Tupavirus,Rhabdoviridae,ssRNA(-),54,GenBank,,,,hypothetical protein,Kenya,Kenya,,Dasymys incomtus,,1975,,,hypothetical protein [Tupavirus sp.]
WAD86935,Tupavirus sp.,,OL774829,,"Ashraf,S., Love,H., Burton,C., Carmichael,S., Filipe,A.D., Roddy,S., Smollett,K., Summers,S., Tong,L., Richards,K.S., Thomson,E.C.",2022-12-10,,Tupavirus sp.,Tupavirus,Rhabdoviridae,ssRNA(-),2136,GenBank,,,,polymerase,Kenya,Kenya,,Dasymys incomtus,,1975,,,polymerase [Tupavirus sp.]
UYL95566,Tongren Rhabd tick virus 1,,ON746523,SRR19411525,"Cao,W., Jia,N., Lam,T.T.-Y., Ni,X., Liu,J.",2022-12-06,TIGMIC 1,Tongren Rhabd tick virus 1,,Rhabdoviridae,ssRNA(-),345,GenBank,,,,hypothetical protein,China: Guizhou,China,,Haemaphysalis hystricis,,2019,SAMN28669380,PRJNA841744,MAG: hypothetical protein [Tongren Rhabd tick virus 1]
UYL95567,Tongren Rhabd tick virus 1,,ON746523,SRR19411525,"Cao,W., Jia,N., Lam,T.T.-Y., Ni,X., Liu,J.",2022-12-06,TIGMIC 1,Tongren Rhabd tick virus 1,,Rhabdoviridae,ssRNA(-),196,GenBank,,,,hypothetical protein,China: Guizhou,China,,Haemaphysalis hystricis,,2019,SAMN28669380,PRJNA841744,MAG: hypothetical protein [Tongren Rhabd tick virus 1]
UYL95568,Tongren Rhabd tick virus 1,,ON746523,SRR19411525,"Cao,W., Jia,N., Lam,T.T.-Y., Ni,X., Liu,J.",2022-12-06,TIGMIC 1,Tongren Rhabd tick virus 1,,Rhabdoviridae,ssRNA(-),2154,GenBank,,,,RNA-dependent RNA polymerase,China: Guizhou,China,,Haemaphysalis hystricis,,2019,SAMN28669380,PRJNA841744,MAG: RNA-dependent RNA polymerase [Tongren Rhabd tick virus 1]
UYL95569,Tongren Rhabd tick virus 1,,ON746523,SRR19411525,"Cao,W., Jia,N., Lam,T.T.-Y., Ni,X., Liu,J.",2022-12-06,TIGMIC 1,Tongren Rhabd tick virus 1,,Rhabdoviridae,ssRNA(-),728,GenBank,,,,hypothetical protein 1,China: Guizhou,China,,Haemaphysalis hystricis,,2019,SAMN28669380,PRJNA841744,MAG: hypothetical protein 1 [Tongren Rhabd tick virus 1]
UYL95570,Tongren Rhabd tick virus 1,,ON746523,SRR19411525,"Cao,W., Jia,N., Lam,T.T.-Y., Ni,X., Liu,J.",2022-12-06,TIGMIC 1,Tongren Rhabd tick virus 1,,Rhabdoviridae,ssRNA(-),200,GenBank,,,,hypothetical protein,China: Guizhou,China,,Haemaphysalis hystricis,,2019,SAMN28669380,PRJNA841744,MAG: hypothetical protein [Tongren Rhabd tick virus 1]
UYL95571,Yanbian Rhabd tick virus 3,,ON746524,SRR19411334,"Cao,W., Jia,N., Lam,T.T.-Y., Ni,X., Liu,J.",2022-12-06,TIGMIC 1,Yanbian Rhabd tick virus 3,,Rhabdoviridae,ssRNA(-),2143,GenBank,,,,RNA-dependent RNA polymerase,China: Jilin,China,,Haemaphysalis japonica,,2019,SAMN28669411,PRJNA841744,MAG: RNA-dependent RNA polymerase [Yanbian Rhabd tick virus 3]
